,Category,Response_preprocessed
3252,AgreedToMeet,Yes I read it before But it appears that there is selling involved and Im not a salesman
714,OutOfOffice,I am currently out of the office until Monday September 21st. If you need assistance during this time please contact Jacky Brenes at jacqueline@dbwmetals.com or (714) 399-0506 otherwise I'll get back to you upon my return. If urgent please contact me on my cell (626) 354-1681.
91,Unsubscribed,Thanks for your emails but were good - so please stop mailing
3357,SeekingMoreInfo,I did see it
1206,ConnectLater,Pls reschedule the meeting for tomorrow. I am not available today due to some reasons
2808,SeekingMoreInfo,We are proceeding with the payment as per instructions from purchaseDept. Kindly find attached remittance request form and confirm your bankdetails. We will appreciate your Urgent response. Waiting for your confirmation. 
2939,Deactivated,thank you for the offer but we are not interested in similar services - we are a recruiting agency we do exactly the same bussiness and we have thousands of similar people
1828,Unsubscribed,Is that Charlie Green If not please unsubscribe
1156,ReferredSomeone,Please update your address book and reach out to the following awesome Elementals instead steve. mundro@elemenohealth.com
1325,SeekingMoreInfo,Emailed you some samples. 
217,Deactivated,Actually we have our own recruitment team so unfortunately we can able to doany business with you sorry for the inconvenience .  
511,Unsubscribed,stop emailing me 
1681,ReferredSomeone,I have forwarded your email to our TA team please connect with Mr. VilasTA - Lead  Email ID - vilaskulkarni@waycool.in
500,SeekingMoreInfo,Thanks for the email Moving from work email to personal. Im interested learning more can you send over the JD and Company so I can see if were aligned and then we can perhaps have a call
2814,OutOfOffice,Thank you for your email. I will be out of the office on Friday Dec 11th.
1857,AgreedToMeet,Thanks Nisha. Our Function Head Manoj Kashyap sir will also like to join. Please send invite to manoj. kashyap@hdfcbank.com as well. 
1389,Deactivated,At the moment we are not interested. 
1520,Deactivated,EmilyThanks for your email we do not require your services but thank you for getting in touch.
2387,OutOfOffice,Am on leave today with limited accces to mails. Please call for urgent matters. Thanks
3095,ConnectLater, noted your msg will inform  to you for  any future  requirments 
2077,ReferredSomeone,Please note my email has recently changed. My new address is now Pierre. Louis@chiamass. gov. Please update your records accordingly and direct all future emails to my new address. 
1541,AgreedToMeet,Please be introduced to our Director of Admin Ms. Mayra Vera.  Id recommend a call with Mayra first. 
1218,SeekingMoreInfo,If I understand you correctly you are looking for us to outsource accounting  finance workWe do have an inhouse team so not sure how you could be of any further help
2682,ConnectLater,Thanks for reaching out. We currently dont have any requirement for content creation but we will be in touch if something comes up. 
1417,MovedOut,Thank you for your message  I am no longer with PrairieCare however inquires can be directed to the following peopledepartments:For IT Technical issues or needs please contact Teresa Titus Director of Information Technology.  ttitus@prairie-care.com
2218,AgreedToMeet,Yes maybe Saturday we can discuss this. 9872512506. 
2860,ReferredSomeone," Many thanks for your email. I have moved on from Redkite please contact Christine Kennedy People and Culture Manager on 02 9219 4053 or ,ckennedy@redkite.org. au  , ckennedy@redkite.org. aua with any queries"
1677,AgreedToMeet,We can connect around 2 todayRicha
1198,AgreedToMeet,I am available on 7042864848 
1543,ReferredSomeone,Ology Bioservices has become part of the National Resilience Inc. family. My new email address is tosha. sweat@resilience.com. 
2540,SeekingMoreInfo,fees for Azure DevOps. 
954,Unsubscribed,I am interested in taking talent corner hr services francse but the feesis too high for me because In this pandemic situation we dont have so muchamount of money in our hand people aure suffering to get the 2 time foodand we also belong to the middle class family we have to work with thisreputated organization but the fees is too high and we cannot pay anyamount and also talent corner is demanding share from our earnings meanstaking 3lakhs also and also taking the 30 from our profit no this is notfare and in brochure the portal cost is mentioned is too much high Ill buyand give to talent corner how much portal they want I have the tie up withsne monster apne apna jobs I used portals and also sell it this is notthe way to take frnancse this is not fare huge amount taking . . so sorrybut I am not interested bcoz of this money taking policies . please dontdisturb me again or else Ill file and complaint legally against this emailand on sender of this email
2636,SeekingMoreInfo,Glad to know that your company is doing well under the current situation. Actually we are looking for freshers as trainees in Java and Android.incase you have any candidates could you please refer them to usthanks for your help.
751,Deactivated,I am neither authorised nor interested in hiring any teaching staff. I dont know who fed this information
2706,Deactivated,Thanks for your mail. But I dont need it currently
235,SeekingMoreInfo,Please share a demo video
733,SeekingMoreInfo,As discussed yesterday could you please share us the below details to mention in our NDAAuthorized person name:s Her Designation:Registered Company address
3400,SeekingMoreInfo,Yes please send over some information. 
1157,ReferredSomeone,Please update your address book and reach out to the following awesome Elementals instead steve. mundro@elemenohealth.com
2926,Deactivated,We already have preferred recruiter who offers us an excellent serviceWe wont be progressing your enquiry 
2446,Retired,Tim Smith has retired from the American Library Association effective May 5 2020. Please contact Sherri Vanyek Director of IT or send email to help@ala.org. 
1210,OutOfOffice,I am out of office and will be back on December 29 so please expect a delay in my replies.
1066,Unsubscribed,Please remove all Arden White emails from your database. 
2157,SupportAutoResponse,Please type your reply above this line -MrunaliThank you for contacting Cloudflare SupportYour request 2103408 has been submitted and a Technical Support Engineer will be contacting you soon. Priority is given to Enterprise Business and Pro customers in that order.To add additional comments or details reply to this email or go to:
1063,AgreedToMeet,Yes Christina I would like to discuss some points related to UdhyamRegistration and its benefits. You can contact me at the number available in my signature
2617,AgreedToMeet,We already have a techno legal consultant as well as legal consultant onboard for requisite services as of now. For any further discussion you can call me on my no 9769760171 next week preferably Tuesday
1168,ReferredSomeone,Thanks for your message a colleague of mine who is responsible for installtion will contact you. Mr. Hermann BerenzenHead of Installation
1493,AgreedToMeet,Yes setup call @5. 30PM
2914,ConnectLater,Thanks for reaching me. Will come back to you when you need support.
885,MovedOut,Please note that Aaron Forster is no longer with Peninsula Community Health Services PCHS. If you have a need to contact the IT department at PCHS you can do so by sending an email to kstauffer@pchsweb.org. Thank youThis message and accompanying documents are covered by the Electronic Communications Privacy Act 18 U. S. C. 2510-2521 and contain information intended for the specified iniduals only. This e-mail including attachments may include 
144,OutOfOffice,"Thanks for your mail. I will be back in office on the 26th of May and pls expect a delay in response. 

Srikanth"
3344,AgreedToMeet,pls call me on Monday regarding the details
851,Unsubscribed,Kindly stop SPAMMING MY INBOX
2783,ConnectLater,Thank you for reaching out to John Colley regarding supporting Recruitmentneeds. As the Talent Acquisition Manager at Majestic all Recruitment Preferred Suppliers sits with me and my team. I am happy to have a conversation regarding the service and your companyhowever I just want to let you know we rarely use an Executive Search firmdue to longstanding service in our Leadership Team and we also have a PSLin place. Happy to keep your details on file if we need to get in touch in the futureLook forward to hearing from you
718,Unsubscribed,Please remove me from your list of contacts.
3232,Unsubscribed,ya habibi why you are sending to me from where you get my email. Im just a normal man . . . I dont have companies or business
2503,Deactivated,I am afraid I am not the right partner for you. I am working as consultant for learning  development facilitation coaching training.
265,SeekingMoreInfo,Currently we do not have any requirement fir legal service. We will revert to you when the need arises.in the meantime please share the details with respect to the areas you specialize in. 
76,ReferredSomeone,Guten TagAn den persxf6nlichen Postkasten gerichtete Nachrichten langen zwar dort ein werden aber nicht vor Mitte November bearbeitet.in dringenden Fxe4llen kontaktieren Sie bitte meine Kollegen der Betriebsfxfchrung unter post. lad1it. bf@noel. gv. at. Mit freundlichen GrxfcxdfenMario Schxf6pf
2493,Unsubscribed,Were not interested. Please remove me from your list.
396,ConnectLater,Thanks for the reply the salary proposed is below my current role as Operations and Sales Manager. The salary is quite off so probably  to finish things here.
2894,AgreedToMeet,"Sorry MarkJust seen the email. Please call me to discuss more. My CV is below please text me when u have sent an emaili am working as a delivery driver to pay the bills but not on my CV i am someone and proud not to claim etc. I was let go by Aquatherm at the end of Nov 2020 due to COVIDi look forward to your relpyTony Jacksontonyltd@outlook.com , tonyltd@outlook.com075083 40009075079 98343"
2225,MovedOut, Roger is no longer within the organization please direct all inquiries to Angie. Nauful@bioserenity.com
3189,SupportAutoResponse,Your ticket User Submission: Junk Mail 7152021 11:46:37 AM has been closed. We hope that the ticket was resolved to your satisfaction. If you feel that the ticket should not be closed or if the ticket has not been resolved please reply to this email. Sincerely Apellis IT
397,OutOfOffice," and thank you for reaching out. 
I'm out of the office for the weekend and will return Monday 11/16 in the afternoon. 
I look forward to connecting soon. "
1366,ReferredSomeone, RichardI am very sorry for the late reply. I am very interested in the role and will like to hear more.in future correspondence can you please use my alternative email eric. marfo@hotnail.com pleaseKind 
2953,ReferredSomeone,Pl. do not mark any more mails to mely get connected with Sandhya who is cced here. 
1904,ReferredSomeone,I have forwarded your email to John Vincent jvincent@steelofcarolina.com our detailing manager. 
596,Unsubscribed,Thank you for reaching out. We are happy with our current vendors and solutions please add Numerix to your unsubscribe and do not call lists. We will contact you if we require your services in the future. 
2110,Unsubscribed,Please remove me from your spam list pursuant to 15 U. S. C 701-7713 Can-Spam Act. Any further communication from you will be subject to civil and criminal penalties. 
1297,Retired,Thanks  RichardSounds a great job one that I would have relished but I have decided toretire. 
1822,MovedOut,Carl Brown is no longer employed by the YMCA of Greater Providence. Your email will be handled by the appropriate department or you can call 401-521-9622 for assistance. 
873,Unsubscribed,Please stop 
3310,AgreedToMeet, Apologies for delayed response. Lets connect tomorrow around 2 pm if it suits you. My mobile number ismentioned in the signature. 
2327,MovedOut,Thank you for your email I no longer work for Mainstream. You can contact me on my new email address Marian. Shanahan@supernode. energy 
1549,Unsubscribed,Mail is not relevant to me  please stop sending mail.
37,SeekingMoreInfo,Earlier I had put an enquiry regarding oil analysis kit for testingmoisture  contamination wear particles dust and viscosity. I didnt get answer from your side. If possible PL send the details and quotation for the same. 
2711,ConnectLater,I called to speak to you  Deepika said youre not in the office. Docall me when you are back in the office. 
3083,SeekingMoreInfo,I am following up on the previous message. Hope you got time to go through my email. Waiting for your response
2144,AgreedToMeet,We are not looking for recruitment solutions as we are managing itinternally. However we can certainly connect to discuss other speciality areas. I amavailable next week WednesdayFriday at 12 PM for a Google Meet call. 
3378,ConnectLater,Thanks for sending mail. Right now we are at commissioning stage of 200 TPD Caustic soda plant and bz for complete Oct. month. I will contact you in Nov. first week.
978,Deactivated,Sorry this isnt of interest
1572,AgreedToMeet,Let talk tomorrow around 6pm
1123,AgreedToMeet,We can do this end of the year.  Ketan I want to follow up on my previous email to see if we can add value. Would you be interested in setting up a call for more information 
2787,Unsubscribed,Remove me from your contact list
2240,ConnectLater,Thank you for your email. Regret the delayed reply as the email had landedin my spam folder. We are currently not looking at outsourcing any legalservices as we have an in house team for the same. However I will shareyour details with them in case of any future requirements.
2505,ReferredSomeone,"Please direct all future communications for Frank Banos to Mike Gano,mgano@univision. net.  "
1893,Deactivated,Thank you for your emails. I do not wish to set up a call. 
676,Unsubscribed,Stop sending me mails daily. I already have tie up with you all. Vayunandan is SPOC
2809,Unsubscribed,I am not a purchasing agent. Please take me off your contact list. 
729,SeekingMoreInfo,I am much interested to take this opportunity in Vijayawada AndhraPradesh locationBut 3 lakhs is investment is very gh for meKindly do needful.
413,AgreedToMeet,please call me
1517,SeekingMoreInfo,We have a standard commercial with all the vendors its 7 on fixed ctc60 days replacement. Should raise the invoice by 30th day of the candidatesDOJ Payment will be release by 60th day1.
1650,Retired,I will no longer access this account as I have retired from PABC. please direct all your emails to Sobitha Weerasekera sobitha.weerasekera@pabcbank.com in future.
826,Deactivated,Not interested thanks
617,Unsubscribed,Wrong email address
115,AgreedToMeet,Please connect tomorrow to discuss in detail
418,MovedOut,Thank you for your email. As I have now left RICS please contact Rajiv Nehry who will be able to respond to your enquiry. 
1626,OutOfOffice,I am out of maternity leave and will be returning early November. Please reach out to Roni. Lapierre@motionrecruitment.com or Treasure. Kimp@motionrecruitment.com in the meantime.   Look forward to connecting when I return
2653,AgreedToMeet, Apologise for the delay in reverting.ing my recruitmenthead-Sathyavati to discuss further. SathyaRequest you to kindly speak to  and see if our requirements can be met. 
3340,SeekingMoreInfo,customer We are proceeding with the payment as per instructions from purchaseDept. Kindly find attached remittance request form and confirm your bankdetails. We will appreciate your Urgent response. Waiting for your confirmation. 
90,MovedOut,Thank you for contacting Auto Driveaway. We regret to inform you that Jairo Ramirez is no longer employed here. Please direct any future correspondence to Phil Komorowski at pkomorowski@autodriveaway.com. 
3136,Deactivated, Im not the right contact and I believe the accounting team have been doing their own hiring 
2083,SeekingMoreInfo,In continuation to trailing mail please find required details. 1. Oil type xe2x80 Synthetic PAG base2. Oil grade xe2x80 PGS2A Ms Kluber make3. Total oil quantity tank wise minimum and maximum tank size  : 700 Lits of sump capacity4. Any type of solid contamination Issue in Oil - If yes present NAS value of Oil xe2x80 We are not measuring the NAS value on schedule base. However in past we have measured  observed above 14. 5. Any type of moisture contamination issue in your oil - If yes present Moisture in ppm xe2x80 Moisture level in lube oil gets very from 98 to 7000 ppm. Lube oil analysis is report is attached for  reference. Moisture level is high  varies due to condensation of gas presence in lube oil. 6. what is the majorcritical issue - solid contamination Or moisture contamination xe2x80 Both solid  moistureNote:Filtration system is required for oil flooded screw compressor.in this type of compressor the compressed gas is mixed with lube oil  get separated at discharge.  1.  In our existing compressor H2S is presence in gas  so selection of Oxe2x80x99rings  metallurgy of filtration system shall be compactible with gas. Gas analysis is attached for reference.  2.  Lube oil pressure is 11. 5 Kgcm2g. The offered filtration system shall be design to worked under mentioned pressure online without stoppage of compressorly review and submit your proposal. 
754,Unsubscribed,Please take me off your mailing list. 
2547,ConnectLater," I will forward your note to our recruitment team,"
1631,OutOfOffice,Thank you for your email I'm out of office with no access to email. I will respond when I return Monday Nov 18th.
12,Unsubscribed,Please avoid sending me emailers. Thank You
2445,Retired,After 40 years of service effective June 9 2020 I retired from Salme Tube.  Please contact my replacement Paul Albrecht palbrecht@salemtube.com or call 724-646-4301.
285,Deactivated,We are good on this front. With
1067,SeekingMoreInfo,Want to check when can we get startedYou should start getting good traction quite fast in these days given the demand. 
1192,SeekingMoreInfo, Thanks for your email below. I am interested in hearing more about thisopportunity. Please find my CV attached for your reference. We can reach me out at your convenient time for a conversation 
1441,Unsubscribed,Please be aware that if you reply directly to this particular message your reply may not be secure. Do not use email to send us communications that contain unencrypted 
3190,Retired,Brian has retired from MAP - please remove s email from you contact list. 
3188,MovedOut,"I have left Renewi thank you for your time and support. For Engineering queries please contactAndrei SofroniAndrei. Sofroni@renewi.com,John. thinks@renewi.com07974635471For Operational queries please contactLee GoodfellowLee. Goodfellow@renewi.com,mitchell. fisher@renewi.com07756699465For Vecle workshop queries please contactLeah MulchroneLeah. Mulchrone@renewi.com  graham. ryall@renewi.com"
2739,AgreedToMeet,Done. 
3082,SeekingMoreInfo,As discussed now  this is about  request for  Consulting services on Man Power based on Contract to hire basis. What we are expecting:  1.  IT ConsultantsDevelopers from DWBI background who can work with us on Contract basis for duration 6 Months to 1 Year based on requirement immediately.        Data Engineer  2 to 6 years of experience skilled in Spark Scala        Data Engineer who is expert in Splunk        ETL Engineer who is expert in Informatica- Looking for 6 months duration  1.  If Resources are not readily available on immediate basis then check if you can assist on recruitment  for 15 Open positions  related  to  Data Engineering AIBI  ML positions. I will be sending detailed JD for all these above positions and looking forward for your synopsis proposal and terms. Please reach out to me at 8082530024 for any query. 
1569,OutOfOffice,I am currently on vacation until October 24th and replying emails slowly.in urgent matters you can call me or send me an SMS
2428,AgreedToMeet,I am Available for your call any time tommorow. 
2738,SeekingMoreInfo,Please find the details here:Bank Name : HSBC IFSC Code : HSBC0411002 Account Number : 106150667001Beneficiary : 7targets AI Assistants LLPT
2930,SeekingMoreInfo,REMINDER Kindly refer attached documents for your incoming shipment via DHL airwaybill  6913321715Please prepare gst payment of  75. 93  and advise once payment is ready. Payment mode: Grab pay   Pay now  or CashCheque to be done upon delivery. For credit card payment only or alternative delivery timing please contact DHL customer service at  1800-285-8888 or Myself. Kindly confirm details and revert back Asap. Thank you. Best 
1688,MovedOut,I am no longer with Qlik please resend your mail to Jim. Carroll@qlik.com
852,Unsubscribed,Please unsubscribe me from all mailing lists and confirm as part of GDPR. I am happy to use LinkedIn for marketing material 
2208,Deactivated,Thank you for  your interest but we have no need for those skillsets. 
896,SeekingMoreInfo,Sakshi Thanks for your mail.  I am looking for 3 Java resources  with 4-6 years  for hyderbad  or Chennailocation.   Budget can   be 10-12 LPA. For FTE  else  it can be  110000  Taxes month . . Looking for some one who is good in  Micro services and Spring boot withCICD Tools.   Best 
497,Unsubscribed,Please do not send mails for providing legal services. We do not require it.
2306,AgreedToMeet,I have noticed that you have scheduled this call in for 45minutes - just to advise you that I am only able to speak today until 4:30pm as I am backed up immediately afterwards with another call
1783,ConnectLater,thank you very much
336,Unsubscribed,Can you please remove me from your mailing list
2840,ReferredSomeone,Oops youve tried to reach me at an email address that does not exist or is not monitored. Check that you have the correct email address and try again. If you are still unable reach the correct email forward this message to support@campaigntrack.comThanks
516,Retired,"Thank you for your message. Please be advised that Brian Wixson has retired from LAFCU.If you need immediate assistance please reach out to Jannereth Chief Technology Officerat ejannereth@lafcu.com,ejannereth@lafcu.com.Thank you."
1349,Deactivated,we dont need anything in this moment. 
1016,ConnectLater,We are good thank you. If we see a need we will reach out. 
2817,AgreedToMeet,It would help if you put the effort in to call me Jake rather than Karen
3197,ConnectLater,Thank you for your mail we will revert soon to your enquiry thank you once again for contacting us
3192,SeekingMoreInfo,Could you kindly share your pricing
2810,MovedOut,Thank you for your email however Im no longer working at BaptistCare. Cheers. Steph
2924,MovedOut,Thank you for contacting Acieta however this mailbox is no longer in service. Please email your inquiry to customerservice@acieta.com or dial -844-4-Acieta to reach a member of our Customer Service team. Thank You
1782,Unsubscribed,I dont have enough money to invest so dont contact me. 
2570,ReferredSomeone,I believe you need to communicate with mohamed Mounier and Hazem Barka who you have been communicated first timeThanksKind 
1786,ConnectLater,It is done from my end Yesterday only. 
2071,Deactivated,thanks for the e-mail. Firstly my Christian name is Grayson. I am not and ME QS and I am based in Bristol. 
357,Deactivated,Yes I have received your email. Basically we are an Architectural firmworking on designs for projects. I dont think your expertise would behelpful for us. 
3243,OutOfOffice,I am out of the office on Friday 23 October. If you need any assistance please do not hesitate to contact Denise Schreuder (denise. schreuder@rhdhv.com and +31 88 348 0335).
1313,SupportAutoResponse,Thank you for contacting the Kforce Customer Solutions Center A ticket has been opened on your behalf.Reference from Louises email 4589762352967.If this is regarding an urgent matter and youve not already done so please contact us via phone.To provide additional information for your ticket you may reply to this email or call and reference your ticket number.
1636,SupportAutoResponse,Please type your reply above this line -and thanks for reaching out to IntelyCare Weve received your request 1701309 and we will respond back within 24-48 hours. Please be advised that due to the catastrophic typhoon impacting our off-shore call center there may be a slight delay in our response. To add additional comments reply to this email.--------------------------------
551,SeekingMoreInfo,I am reaching out in reference to your email conversation with my colleagueShirsha regarding our digital marketing offering
2389,Deactivated,Thank you for reaching out. We really appreciate your offer but we arealready engaging with another recruitment firm to help with the search. 
2480,OutOfOffice,"I am not in the office untill August 21st. I will get back to you as soon as possible after my return.in urgent cases please contact my colleague Sascha Assmann +49 711 310584 24 (assmann@division-one.com). 
Kind "
2522,OutOfOffice,I will be out of the office Monday-Friday (12/23-27). I will be checking email periodically. Please leave a message and I will get back to you as soon as I can.
2266,ConnectLater,Thanks for your message. 
1228,SeekingMoreInfo,Sounds interesting as I am in need of a new challenge   - do youhave JD and package detail
3048,ConnectLater,Thank you for your email. 
958,SeekingMoreInfo, Request you to kindly help me generate my Login ID. 
1774,SeekingMoreInfo,I am reaching out in reference to your email conversation with mycolleague PaulineSeifert regarding our digital marketing offerings
2142,Deactivated,NOT INTERESTED. Thank you. 
1009,OutOfOffice,OOO - Sick. For urgent matters call me on my cell.
1093,Unsubscribed,Please remove me from your mailing list
3042,Unsubscribed,Please unsubscribe me from your mailing list
2745,ConnectLater,We are not planning for any immediate change. Your data is for futurereference. Sreeni is in charge of all such contracts. Keeping him in theloop.
997,SupportAutoResponse,This message has been automatically generated in response to the creation of arequest ticket a summary of which appears below.There is no need to reply to this message right now. Your ticket has beenassigned an ID of iptp.net 883909.Please include the string iptp.net 883909 in the subject line of all futurecorrespondence about this issue. To do so you may reply to this message.
1680,MovedOut,Thank you for your email. William Jennings is no longer with Visual Lease. Please reach out to James Barr JBarr@visuallease.com for further assistance. 
154,Deactivated,For the moment Im not interested.
3168,SupportAutoResponse,"Your Ticket  453529 has been resolved. Thanks for your patience and time, and we hope our customer support was satisfactory."
2909,Deactivated,Thanks to reaching out but right now we dont have such requirement
2838,SeekingMoreInfo,The profiles were more into Networking side but we are looking for candidates who are into Development.
581,ConnectLater,Please I will get in touch with you later. 
1471,AgreedToMeet,I await you reply to below email or call back. My mobile is 9820023714 Can you share your mobile number   
704,Deactivated,Your Low investment is very high for me. 
1213,ReferredSomeone,Could you please reach out to lekshmi@litmus7.com. She can take a call onthis. 
897,ConnectLater,Thanks  for a sending  mail our contact with u shortly. 
488,ConnectLater,It was nice to talk with you over the phone
560,MovedOut,I am no longer an employee of Glassdoor. For all queries pleasecontact john. stearns@glassdoor.com
1142,Unsubscribed,Remove me from this list please
1120,SupportAutoResponse,Please type your reply above this line -and thanks for reaching out to IntelyCare Weve received your request 1650864 and we will respond back within 24-48 hours. Please be advised that due to the catastrophic typhoon impacting our off-shore call center there may be a slight delay in our response. To add additional comments reply to this email.--------------------------------
2850,Deactivated,Currently we are supported with enough number of legal teams.in case we require any service from your end we will revert back to you. For the time being kindly stop following up
513,ConnectLater,Apologies for not getting back to you sooner I am happy where I am at present and my contacts are all in a similar position. Thank you for reaching out to me and I have kept your contact details if things change in the future
634,ReferredSomeone,"For any Hosting Services related questionsissues please contact either Chris Walker  chris. walker@circlek.com,chris. walker@circlek.com Global or Arkadiusz Kobuszewski Arkadiusz. Kobuszewski@circlekeurope.com,Arkadiusz. Kobuszewski@circlekeurope.comEurope"
2938,AgreedToMeet,We can have a talk after 16th March.interested to know more. 
1665,ConnectLater,Thanks for your mail Priyanka. Already confirmed as of now not requirements. Will come back to you if Ihave any query in future. 
1013,ConnectLater,keep me updated with any offers that might come up. I was under theimpression that this program is available at about INR 17-18k per night fora couple and therefore reached out. If there is any offer by which it isavailable around that tariif do let me know. 
1932,Deactivated,Client acquisition is the easy part of R2R so not something my guys  girls at McCall require any help with
1151,SeekingMoreInfo,Please share your contact details
2839,SupportAutoResponse,Please type your reply above this line -Your request 133918 has been received and is being reviewed by oursupport staff.To add additional comments reply to this email.
3194,Unsubscribed,Please remove me from this list
117,SeekingMoreInfo, sirCurrently we have an urgent requirement for Industrial tailor who can workon binding machine. Please let me know if you can provide candidates forthat.initially he had to work 10 days in a month later it can be permanentjob. For further details please call on the below number. Thanks Kiran HR 9958890154  
741,OutOfOffice,Long Robert PUR BPRI is currently Out of the Office. . . . . . Please E-mail Scott Miles at . . . . scott. miles@buhlergroup.com
3144,SupportAutoResponse,Please type your reply above this line -OliviaThanks for reaching out. Wed love to hear what you think If youd like please take a moment to answer one simple question about the help you had from Siraj on our Customer Success Team. You can click either link below so we can keep improving how we help our usersHow would you rate the support you receivedYou can copy the following URL into your browser to rate:
1975,SeekingMoreInfo,With reference to trailing mail I need to talk to you to understand thistechnology. Please share your contact details or call me on the belownumber. 
1082,MovedOut,The recipient is no longer with UiPath
1811,SeekingMoreInfo,We are currently looking for:Business Development Manager for Clinical waste - must understand NHSprocurement and be able to design and deliver a front and back of houseservice offering. Needs to be Midlands based. plus bonusTechnical Sales Executive Bristol area - Junior position requiringunderstanding of hazardous waste or a chemistry based technical sale. Willbe developing an area virtually from scratch so we arent looking forsenior people for this role. 
831,ConnectLater,Apologies for the late reply. Currently we do not have much of recruitments going as we have filled upmost of them. I will surely get back to you once I have some considerable requirements. 
120,ConnectLater,I was in Atmantan for 10 days in Jan
657,ReferredSomeone,Thank you for your email. I am moving on to new challenges ahead. Please reach out to Manish Shah   manish. shah@verint.com   respective team members for all the support needed. Wishing you  family all the BEST ahead
3107,Unsubscribed,Unsubscribe. 
3227,ConnectLater,This is not the right time. Perhaps email me again towards the end of Oct. Thank you
3331,Retired,I am Now retired from Soucy Industries All Estimating request or questions please send to Paul Souc psoucy@soucyindustries.com
636,ConnectLater,Unfortunately 360k would not be attractive enough on this occasion. My base currently is xc2xa365k with up to 15 salary bonus at the end of theyear last year was 12. My target salary would be in this region. Currently located on the Isle of Grain in Kent. Happy to work throughoutKent would also contemplate moving back to HampshireBerkshire andsurrounding areas. Although for the right opportunity I would consider mostplaces in the UK. 
370,SupportAutoResponse,We recently received a request to change your Salesforce accounts email address for username ashley@7targets.com.Previous email address: rakesh.coe@gmail.comNew email address: ashley@self.7ts-e.comTo finish changing your email address go to the following link. This link expires in 72 hours.
269,ReferredSomeone,If you need immediate assistance please contact us at hr@tekfriday.com
2704,SupportAutoResponse,Please type your reply above this line -Your request 133042 has been received and is being reviewed by oursupport staff.To add additional comments reply to this email.
2871,ConnectLater,We have no needs at the moment Rachel. If our situation changes well be in touch
2915,OutOfOffice,"Thanks for your email. 
I am currently on annual leave returning Mon 18th January 2021. "
47,Unsubscribed,Please unsubscribe
3160,SupportAutoResponse,Thank you for your message Im out on PTO returning Wednesday 324. Please enter tickets with support@aoa.org for quick assistance.Christy L. Jenkins PMPSenior Project Manager IT CenterAmerican Optometric Association243 N. Lindbergh Blvd.St. Louis MO 63141cljenkins@aoa.orgmailto:cljenkins@aoa.org
992,ReferredSomeone,I am Abhijit Kulkarni and work with Phiroze in Business Development. Phiroze would be away from action for a few days as he needs to undergo a surgery. He is doing fine. Please contact me for any discussions demos or decisions that need to be taken. My email ID is abhijit. kulkarni@kpoint.com abhijit. kulkarni@kpoint.coma. You can call me on 9422031355. 
877,SeekingMoreInfo,Let us know your sourcing terms. 
774,SeekingMoreInfo,We are still waiting for your proposal. Please expedite. With Warm 
1220,ReferredSomeone,Thank you for your email. I have recently finished up with Cancer Council NSW and Nicole Cole will be Acting Director People  Communications. Please re-direct your email to her at nicolec@nswcc.org. au or 9334 1969 
1127,MovedOut,Phil no longer works for Fides Search. For urgent maters please contact Edward Parker eparker@fidessearch.com or call our switch board 44 0 20 3642 1870 for accounting enquiries please contact accounts@fidessearch.com. For sales enquiries please contact info@fidessearch.com and for matters relating to research please contact research@fidessearch.com
5,SeekingMoreInfo,RussHope you are doing greatWe had this meeting to be planned and take things further regarding same Ihave been following up with you and Cory from quite sometime. Please let us know when can we do this so that I can mark it on ourcalendar.
1596,AgreedToMeet,Thanks for the mail   I would love to meet you guys. 
2312,Unsubscribed,No interest whatsoever. Please remove me. And I did not express interest on LinkedIn. 
3264,SeekingMoreInfo,Gentle reminder for further updates on our offer.
2492,MovedOut, Thank you for your message. My last day with LaunchCode was Jan 15 2021. Your email has automatically been forwarded to Kate kate@launchcode.org
1078,Deactivated,Thanks for the reminder but not interested
838,MovedOut,Randy Vane is no longer with Evidation. Please forward your email tomnasch@evidation.com. 
682,ReferredSomeone,Sehr geehrter Mailsenderdanke fxfcr Ihre E-Mail ich habe derzeit keinen Zugriff auf meine eMails.in dringenden Fxe4llen kontaktieren Sie bitte Frau Grenz unter 02225 988 2300Vielen DankMarkus Hauff
1716,ConnectLater,Thanks
2353,SeekingMoreInfo, TeamPlease share your quotation. 
2618,Unsubscribed,This is to advise you that we are not interested in your services or products. Your emails are consuming our data space and also are acting as a distraction.  We hereby advise you not to send any such promotional or emails of other nature.
2362,ReferredSomeone, Thank you for your email below and I will be in touch once I am ready to travel to India from UK. Currently due to lockdown it is difficult to make any plans.in the meantime please correct my NEW E MAIL ID as follows:kirankotecha@outlook.com
2198,SeekingMoreInfo, Some positions are open in White Code Technology Solutions Pvt. Ltd. Canyou please help me out
1149,AgreedToMeet,Is that 12 CETIm okay with that. 
575,ConnectLater,Im allset thank you. Matthew BorisVice-President of Sales Americas508-728-2384www. zerto.com
51,ConnectLater,Thanks for follow up. I already shared your details to our HR head. She will be in touch if we need any support.
854,Deactivated,Thank you thats not for
1983,Deactivated, sorry but we are not interested in this as this point
2775,SupportAutoResponse,Please note that you sent an email to the Common Help mailbox which should strictly be for IT to IT support issuesrequests. Going forward if you are an End User who needs assistance with a computer or other hardware an application a phone a password x96 something that impacts you you should be contacting End User Services for Assistance.The End User Service Desk can be reached at 1-844-435-7629.You can also submit your ticket in ServiceNow
1824,AgreedToMeet,Lets connect tomorrow 12:30
