,Category,Response_preprocessed
2384,OutOfOffice,"I am out of the office on the 14th Jan. . . . Pls expect a delay in my response. 
"
2329,OutOfOffice,"Thank you for your message. 
I am out of the office on PTO Wednesday 12/23/20 thru Sunday 1/3/21 returning to work on Monday 1/4/21. I will be periodically checking emails but please expect delayed response. If this is urgent label as such in the TITLE or contact my cell phone. "
2271,OutOfOffice,Thank you for your email. I am currently on leave with no access to my emails. Please expect delays in my response
241,AgreedToMeet,Thanks Isabella I blocked Vijay and I for a call early morning Tuesday CT. BestJayJay PenningtonCTO @ Truxjpennington@truxnow.com314. 503. 4096truxnow.com 
3582,SeekingMoreInfo,See my response to your first email. 
2217,OutOfOffice,I will be on leave until Monday the 18th of October.  If your email or request is urgent and cannot wait please contact dl-risk-cto@ubs.com. Brian
2015,OutOfOffice,I am currently on PTO until the 8th Sept. I will be checking my emails. 
1780,OutOfOffice,"Thank you for your email. 
I am out of the office until Friday 25th November with no email access and will respond upon my return. "
37,AgreedToMeet,Yes its based in Doncaster right 
3991,Unsubscribed,Unsubscribe us from distribution 
1694,OutOfOffice,Thank you for your message. I will be out of the office until and including 18. 11. 2019 and will respond to your message on my return. Please note that your email will not be forwarded. 
4016,Unsubscribed,Were not interested in your services at this time but thank you. Please remove us from your email list
3074,ReferredSomeone,I am no longer working for Zendesk. Please direct your email tochenehan@zendesk.com. Thank you. SincerelyBenjamin Collet-- Benjamin Collet
700,ConnectLater,Appreciate your interest but as of now we are not looking for new partners. Will let you know if need arises. 
3848,Unsubscribed,stop emailing me 
1865,OutOfOffice," Thank you for your mail. 
I am on leave. Will not be accessing mails. "
542,ConnectLater,Thanks for reaching out. We are in good shape for our current opening however I will keep GRS in mind for the future
1668,Deactivated,I watched the video but Im afraid the tech doesnt suit the way we work. 
3879,Unsubscribed,Please stop these emails
1318,Deactivated,We are not interested thank you. 
3353,SeekingMoreInfo,CustomerKindly please be informed that your shipment with the above-mentionedtracking number requires further information for Customs clearancepurposes. Please refer to the attachment for details. 
2181,OutOfOffice,Im currently out of the office for vacation. If you need any immediate support please contact 044407222. 
570,ConnectLater,We will not be empaneling any new vendor this quarter. 
3331,SeekingMoreInfo,Thank you for your proactive note.  I see you are already like PeerIslands.io.  In your mind how can we both work together  Are you a staffing  placement company as well. 
2560,ReferredSomeone,Thanks for reaching out.  I longer work for the Stratacuity branch and have a different Consultant position with Apex Systems. If you are a contract employee candidate or vendor reaching out please contact your recruiter.  Or another resource would be Susi MacDonald smacdonald@stratacuity.comIf you are a client please reach out to Stratacuitys Managing Director Ryan March rmarch@stratacuity.com
3815,Unsubscribed,Roger is unavailable today and we are only a small UK based IT recruitment company so not relevant to us. Please remove us from your marketing list
2315,OutOfOffice,I will be on my annual vacation if any Transportation and Admin Related support please contact to Mr: Justin E-mail:justin@muboins. 
4013,Unsubscribed, I am not interestedAnd can you please remove my work email from your contacts
3996,Unsubscribed,Unsubscribe please. Thank you. 
2558,ReferredSomeone, I am no longer using this email address - please use my new one or contact my PA at alannah@gousto. co. uk
1476,Deactivated,Thanks for reaching out. This is not something that I am considering at the momentBest 
885,ConnectLater,Thanks for your communications from Minimac. Kindly discontinue sending mails to me for the time being. I shall get in touch as and when need arises. 
1396,Deactivated,We are doing good right now with our current Marketing company.  60 increase over 2020 and 2020 was 50 increase over 2019. I didnt reply because we are not interested. 
2246,OutOfOffice,"I am OOO enjoying vacation time with my family. If you have an urgent need please reach out to:cody@gabi.com,cody@gabi.coma or kristen@gabi.com"
2550,ReferredSomeone,Thank you for your email. Mitch Eisen is no longer with gher Logic. Please contact James Willey at JWilley@gherLogic.com if you have any questions. 
101,AgreedToMeet,I am interested in discussing the opportunity further. I have attached my contact current CV with my contact details within. 
964,ConnectLater,Satish SEO digitalmarketing@strategicerp.comKindly look into the same
3020,ReferredSomeone,crobertson@temenos.com - thank you for your message. I am no longer with Temenos please direct your inquiry to Carl Robertson at crobertson@temenos.comThe information in this e-mail and any attachments is 
1550,Deactivated,Thanks for your contact but this doesnt appear to be something Id use. We work mainly with schools and Ive developed my own assessment tools. 
3633,SeekingMoreInfo,Hope you had a chance to read my previous email. Let me provide you with some additional data points that will help you get more confidence in what we deliver     Customers achieve an open rate of minimum 25 double than any other tool in the world     Dynamic AB testing - dynamic subject line generation dynamic CTA line change dynamic success story additions dynamic delivery time swaps if a contact is not opening emails - all these make our emails look unique to EACH recipient including the spam engines.     Flawless follow-ups that are super easy to use at different stages     Automatically READING emails and categorizing them dynamically into COLDWARMHOT automatically rescheduling follow-ups if contact asks to contact later eg. please contact after 2 months automatically sending brochures within 5 minutes to those who ask without having a 24x7 sales force. 7Targets can make your teachings prescriptive in some respects and help the customer achieve their goals. Our experience working with Sales Consultants has been wonderful and fruitful till now. We would love to see if we too can work together. If you have any questions we can have a quick call to discuss this here are my available slots
3408,SeekingMoreInfo,What all services do u provide and what is the cost for it and benefits
361,AgreedToMeet,Happy to connect please send me a few time slots this Friday am or the following. 
2529,ReferredSomeone,I am Abhijit Kulkarni and work with Phiroze in Business Development. Phiroze would be away from action for a few days as he needs to undergo a surgery. He is doing fine. Please contact me for any discussions demos or decisions that need to be taken. My email ID is abhijit. kulkarni@kpoint.com abhijit. kulkarni@kpoint.coma. You can call me on 9422031355. 
1266,Deactivated,Thanks - this isnt for us. 
1566,Deactivated,Thanks for your email but are you located in the UAE  you provide staffin Dubai
1105,Deactivated, Thanks for emailWe are all ok with recruitment so no further action required
1087,ConnectLater,Thank you for your email to me this account mail box will no longer be assessed or monitored by myself as my last physical day with PACS is 31st March 2021 and it will be deleted within the next few days
3929,Unsubscribed,Remove me please. Dont email me again. 
399,AgreedToMeet,I called you 9 Times today. As said before reach you to the sir. 
1116,Deactivated,thank you for the note but Im not interested
1802,OutOfOffice,I'm currently OOO. Please anticipate delays in my email responses. 
1047,ConnectLater,Thanks for the email. ive attached our company terms and conditions ifyoure okay with it then we can proceed further. 
3473,SeekingMoreInfo,Requesting you to please help us with CVs for the position of Accountassistant who should have accounting experience of more than 2-3years andsalary expectations of approximately 15-18k. 
1756,OutOfOffice, Am not in office today. For anything please reach out to Sumeet Gujral/Arti K. For anything urgent you may reach out to me on my cell.  Govind Mohan
1783,OutOfOffice,I will be out of the office November 25th returning after the holiday on November 30th
1268,Deactivated,At the moment we are not interested. 
3015,ReferredSomeone, EmmaI hereby refer you to CIO  and director for digital development Raquelita Aguilar both in cc as they are in charge of sourcinglytical solutions
2917,ReferredSomeone,Were sorry this mailbox is no longer in use. Please email your request to eting@tempworks.com to ensure a timely response. 
3792,Unsubscribed,Please stop to send emailsNot interested and what you do is a spam
524,ConnectLater, We as an organisation are in the middle of a lot of changes now and do not have the bandwidth to address these issues currently. If we do need to leverage the opportunity to engage with your organisation I will have my Finance  Operational teams engage with you. Thanking you for your kind persistence and follow ups and will keep a note of it and have someone reach out when the time is right. 
1089,ConnectLater,Thank your ro your email I would not be the right person to have this conversation and moreover weare a startup and at present the system we have in place seems to work wellmaybe when we scale we can consider looking into a more robust system
920,ConnectLater,Thanks for reaching out but we have paused our hiring process. 
3692,Unsubscribed,Please remove from email list
1360,Deactivated,Thank you for reaching out but we are not interested 
2138,OutOfOffice,I am currently out of the office traveling on business returning 10-21.  If your message is urgent please call me
3960,Unsubscribed,Youve never fulfilled a single candidate so please stop sending emails. 
1786,OutOfOffice,I am on PTO and back on 10-18-21. 
2660,ReferredSomeone,Thanks for your message a colleague of mine who is responsible for installtion will contact you. Mr. Hermann BerenzenHead of Installation
3679,SeekingMoreInfo,Now we mail document back to you. You can discover it via the linklower
1580,Deactivated,You have reached a mailbox that is no longer in use with Stanford Health Care. 
1191,Deactivated,We are not using FRP oil in our governing system. This is for your information. 
1789,OutOfOffice,"Thank you for your email. I am taking some personal time and will not be regularly checking email to try and properly rest. If you need anything immediately please feel free to ring SMS or WhatsApp me at +1 (202) 802-0654. 
I will return to the office on Monday November 11. "
709,ConnectLater,I have forwarded the same to the concerned team.in case any support required the Team will get in touch with you. 
163,AgreedToMeet, Thanks for connecting with us. My colleague Bhumika will be connecting with you to discuss
3870,Unsubscribed, LisaThank you for your email. Please could you unsubscribe me from your mailing list. ThanksLeahLeah WhiteAccount DirectorDD   0121 285 6032cid:image001. jpg@01D74D7D. 29D25560
3486,SeekingMoreInfo, thanks for reaching out Im not sure what your company does  Are you a virtual sales team
3855,Unsubscribed,Why are you sending me these spam emails  I dont need any emails from you. I have requested two times to take me out from your list. 
1014,ConnectLater,We have an internal resourcing team supplemented by a range of competitively tendered PSL arrangementhis. If we have a need for additional suppliers we will come to market with a specific tender approach. I hope this helps provide some context
1203,Deactivated, Thank you for your email however I am not currently looking for a new position. 
3301,SeekingMoreInfo,I have been receiving your emails and to be honest I just get so many fromdetailing companies all around that world that I have come to ignore themunless they were specifically referred to me and I know who they are.  Iapologize for that. Could you please let me know how you got my contact info
2052,OutOfOffice,Sorry I will be out of the office returning 9/21/20 please expect a delayed response I will have no internet access at this time. 
3554,SeekingMoreInfo,I am looking for job. So please offer me for job it is very helpful for me. . 
1767,OutOfOffice,Thank you for your mail. I am on sick leave. Please expect delay in responses. 
1324,Deactivated,Thank youI wont be going ahead. 
3833,Unsubscribed,Adam this is not of interest for me so please stop sending me emails. 
2034,OutOfOffice,I may be out of office. 
661,ConnectLater,noted
2867,ReferredSomeone,I am no longer with DocuSign. Please reach out to Kamlesh Desai or Udesh Naicker for assistance. Thank you Yvonne
2633,ReferredSomeone,As a part of rationalisation of mailing addresses your mail has been auto forwarded to sanjay. tapriya@uniworldsugars.com. For all future communication please use  sanjay. tapriya@uniworldsugars.com as the official email address. 
1067,ConnectLater,I did we are good for now with our existing system. We will reach out ifsomething changes. 
4062,Unsubscribed,hi we are not interested in your franchisee. Please remove us from your list. 
3315,SeekingMoreInfo,Firstly please quote your terms  conditions for hiring service
1570,Deactivated,Thanks for reaching out  however not relevant. 
3540,SeekingMoreInfo,I didnt get any mail from you. What is it about 
3971,Unsubscribed,You would need to convince PrideStaff Corporate we are a franchisebusiness. Please remove me from your distribution list. 
2232,OutOfOffice,I am on vacation and will be returning on 11/09/2021. If you need something immediately please reach me on my cell 469-247-7769. 
1805,OutOfOffice,I am on scheduled PTO from October 1-10 and will not be checking email during that time.  If your matter is urgent please reach out to Danita Jackson at DJackson@PrimeTherapeutics.com for assistance.  
2833,ReferredSomeone,Thank you for your email I am no longer at Qlik.  Please send your emails to the below teams. -Email Contracts-QlikPartnerProgram@qlik.com
350,AgreedToMeet,Lets connect today in evening. Call me on 9461408401.  
2473,OutOfOffice,I am currently on paternity leave. Returning on 26th October. Please contact Stevie Thompson 07976704372 in my absence  or message me for anything urgent
2997,ReferredSomeone,Please note that this email address is no longer active. Please forward all your HR related emails to hr@omantrading.com. 
2353,OutOfOffice,Thank you for your email. I am currently on my maternity leave.in my absence please feel free to get in touch with Isha Khakhar onisha. khakhar@nykaa.com for Nykaa.com or Abhay Shah onabhay. shah@nykaa.com for NykaaFashion.com and NykaaMan.com. 
1617,Deactivated,Thank you for your mail and interest in working with Supriya Lifescience. Tushar Mehta retired from the company two months ago. We do have a complete finance function headed by a CFO. Currently we do notsee the need for any external service support. 
143,AgreedToMeet,I hope  it is good  to call for discussion  Please setup a call with your team by tomorrow or please share us your availability for discussion . 
716,ConnectLater, We shall contact you incase we need some help from your end. Thanks for reaching out
2032,OutOfOffice,"Many thanks for your email. I am currently out of the office on annual leave returning on 13-10-2021. Please contact my colleagues below depending on the nature of your query:Finance related timesheets invoicing etc. please contact Dharmesh Patel Dharmesh. patel@Lsprenewables.com,Dharmesh. patel@lightsourcepeople.com or Keith Carline keith. carline@Lsprenewables.com,keith. carline@lightsourcepeople.com"
1276,Deactivated, Thank you for your email. I am sorry but the position is not something I am interested in.  Salaryand position is not what I am looking for 
1907,OutOfOffice,I am currently out of the office and will be back on April 14th 2021.incoming e-mails will not be forwarded automatically. 
414,AgreedToMeet,Sure Ashish. Glad to connect with you. Let me know when we can connect for a quick call to have an introductory call. My available slot is between 3 PM - 5 PM on Thursday and 2 PM - 4 PM on Friday. 
1232,Deactivated,I am no longer with Synteract. 
1395,Deactivated,Not at this time thank you. 
2958,ReferredSomeone,Matt is no longer working for us. For assistance please forward your email to info@cascadegerman.com
2587,ReferredSomeone, Thank you so much for your email. I am no longer working at E-Therapy but we do not want to miss your communication and questions Please contact Diana Parafiniuk CMO at: dianap@electronic-therapy.com
3120,ReferredSomeone,Please contactJay Goenka j. goenka@dynamixgroup.co.in Sahil Modi s. modi@dynamixgroup.co.in
2751,ReferredSomeone,We hope this note finds you safe and well. We are excited to continue working together. Ben Levinson is no longer with Latch. For further communication orassistance please contact Dhruva Rajendra at dhruva@latch.com. We are looking forward to connecting with and assisting you however we can
5,AgreedToMeet,Depends on the volume and other specifics. Please share your contact number.   
3962,Unsubscribed, I do not deal with recruitment and Wates SES have preferred recruitment agencies. Please remove me from your mailing lists. 
1937,OutOfOffice,I will be out of office with limited connection. I will answer as soon as I return. 
1713,OutOfOffice,I am currently out of the office and will be returning on January 2nd. 
3251,SeekingMoreInfo,Hope all is well with you. We had sent the below introduction about our Exclusive Good Karma Range ofproducts. Hope you have had the time to review the same. Would love to hear from you. Also just in case you are not the correct person for procurement wouldrequest you to kindly forward this mail to the concerned person department. Thanking you for your kind cooperation
315,AgreedToMeet,I would like to explore this opportunity in detail. 
2709,ReferredSomeone,Thank you for your message My last day with Mirantis was March 12/2021. For assistance please contact:Curriculum Development  Training Partners: Bill Mills wmills@mirantis.com
3339,SeekingMoreInfo,can you please send me company profile
948,ConnectLater,Thank you for your email. At this time it is not of interest to us. If anything changes we will get in touch. 
3220,SeekingMoreInfo,Please send a resume.   I will call you later and we can look at a time that works best to talk thank you so much for your interest
2275,OutOfOffice,and thank you for your email. I am currently out of the office on maternity leave. For assistance please contact j. mahan@ritascorp.com thank you and have a great day. Brianne Barket570-640-2989
2520,ReferredSomeone,Actually I am in operation and such things are monitored by our maintenance team Technical Support and Chemistry team. You may pl get in tough with them
1790,OutOfOffice,Thanks for your email. I am on personal leave with limited access to email and call. 
3938,Unsubscribed,Please can you remove us from your mailing list we already have a PSL in place and do not accept unsolicited CVs 
214,AgreedToMeet,Speak soon
1574,Deactivated,Not exploring it at this point of time. Will connect in case a requirementarises. 
2060,OutOfOffice,Thank you for your note. I will be out of the office with limited access to emails on November 27th. If you need assistance please contact Vishnu Mangal (vishnu. mangal@scotiabank.com). Thank you. 
1701,OutOfOffice,Thank you for your email. I am currently on Annual Leave returning on Tuesday the 12th of October. If urgent call me on 07539 746867
2626,ReferredSomeone, I am no longer available at this email address. If youd like to get in touch with me please call 972-632-7531 or email MJP2@thePerkins.org. think 
3401,SeekingMoreInfo,PFA Quote for ITEN Quote for Yellowstone   I am sure this quote would definitely meet your expectations both in termsof price and timelines. The team is really excited about this project andare really geared up for an opportunity to work on this job. I would belooking forward to hearing your thoughts and the next steps you have inmind for us. 
2301,OutOfOffice,"Thank you for your email. 
I am currently on annual leave and away from the office until 18 Jan 2021. During this time I will have limited access to emails and phone. If the matter is urgent please send a message to my mobile. 
Kind 
Todd Foot"
36,AgreedToMeet,Isabella thanks for reaching out. Are you available for a call early nextweek say Monday or Tuesday morning
1243,Deactivated,Thanks we do not need these services at this time
889,ConnectLater,Thank you for your emailAt this point I only start any discussions if the basic salary is 90K  with OTE of 160K plus. 
1711,OutOfOffice,"I'm currently out of the office and will be returing Monday 7th Dec 2021. 
I will respond to your email when I'm back in the office. "
3312,SeekingMoreInfo,Emailed you some samples. 
1028,ConnectLater,What makes you say we are still on Magento We migrated to Big Commerce in November Teri Morris OwnerPeyton Street Pens 
1024,ConnectLater,You will not receive any more courtesy notices from our members for two days. Messages you have sent will remain in a lower priority mailbox for our member to review at their leisure. Future messages will be more likely to be viewed if you are on our members priority Guest List. 
2773,ReferredSomeone,Im no longer with Horizon Discovery. For inquiries on CHOSOURCE and HD-BIOP3 please contact:Mario. Pereira@horizondiscovery.comAndrea. Gough@horizondiscovery.combioproduction@horizondiscovery.comFor all other inquiries please contact:Josh. Nelson@horizondiscovery.comKind 
510,ConnectLater,Thanks for your mail we have saved your mail in our records for any future requirementhis though at present we are already over staffed on executive level so in case of any requirement will be happy to contact you
3254,SeekingMoreInfo,It was nice to speaking to you over the phone. As discussed please find below recruitment proposal from our side . from BHS STAFFING SOLUTIONS PVT LTD . . Bhs Staffing Solutions Pvt Ltd was established in 2014 with keeping our goals in minds and making sure that the customers are approached and catered in the best possible manner. Bhs Staffing Solutions Pvt Ltd is one of the best service providers in the area of Recruitment . Getting the right candidates at the right time is every HR Managers dream we work towards achieving that dream for you.in order to magnify the services we offer please go through with our company profile website 
2524,ReferredSomeone, Zahra has left the company and I would your point of contact. Let me knowwhen can we talk to discuss the same. 
2026,OutOfOffice,Thank you for your email. Im currently out of country and will have very limited access or no access to emails/phone. 
158,AgreedToMeet,I have a call till 12.  My LinkedIn page is public:
1921,OutOfOffice,I am on Personal Leave till 31st December 2021. 
2672,ReferredSomeone,Thank you for contacting us. We regret to inform you that Chance Dubuque is no longer working at DefinedCrowd. Please direct any future correspondence to Martin Andreas Stein at martin. stein@definedcrowd.com. This message may contain proprietary and 
1924,OutOfOffice,Thank you for your email. I will be on PTO enjoying holiday time with my Family November 22-29. I will not be actively checking my email and phone calls during this time; therefore my responses will be delayed. 
520,ConnectLater, I have noted.in case of any requirement will revert
1017,ConnectLater, I have no positions to fill for the moment will contact you when my requisitions for new positions are approveD
2602,ReferredSomeone,My last day at Polaris was 1015. Please contact: Polaris. Fuel-CoolingSystems@polaris.comCONFIDENTIAL: The information contained in this email communication is 
2182,OutOfOffice,"I will be on annual leave until Monday 2nd November. 

Daniel Flifel"
1734,OutOfOffice,"I am travelling with limited access to email. Please expect a delay in response. 
"
3322,SeekingMoreInfo,Please share your company bank beneficiary details. 
2202,OutOfOffice,Thank you for your email.  I am currently on annual leave from Thursday 231021 to Wednesday 61021. I will be reading my emails and if your enquiry is urgent I will endeavour to respond.  Alternatively I will be in contact when I return to the office on Thursday 71021 for your email and I look forward to speaking with you. 
944,ConnectLater,Thank you very much for reaching out to The Adecco Group. I have studied your information and at this moment we are not looking into introducing Recruitment AI Sales Assistant because our own EA organization is taking care of this. We wish you and the 7targets team only the  of success in providing your clients the needed support and look forward to the next opportunity to connect. 
3426,SeekingMoreInfo,Does this toolkit work with Azure as well as AWS
717,ConnectLater,Thanks for the email. At this moment I am not looking out for paid recruitment partners. Willget back to you when we need paid services
761,ConnectLater,We are good thank you. If we see a need we will reach out. 
2264,OutOfOffice,I will be on PTO at various times during the week of  October 4th.  If it is urgent you can reach me on my cell phone at 808 222-0060 or by e-mail. 
1560,Deactivated,Thanks but no 
2921,ReferredSomeone,Not sure if I have connected you with Mahesh our TA Lead and Poornimaour India HR Lead. Please reach out to them on taking this forward. Rajan SethuramanCEO  Off: 91 44 4344 1704  Cell: 91 9739640005image: Latentview 
1958,OutOfOffice,Thanks for your email. I'll be out of the office through Tuesday 6/16 and may be delayed in responding. 
1614,Deactivated,Thanks for getting in touch but Im afraid this does not fall in the scope of my role. 
2446,OutOfOffice,I'm off work every Friday. 
3316,SeekingMoreInfo,Thank you so much for your email. Please share your terms and condition. 
866,ConnectLater,Thank you for your email. At this point we are not looking to add furthervendors to our preferred list. We have an internal recruitment team that fulfils a large majority of ourmanpower demands. You are welcome to contact me early 2020 when we evaluate the current listof providers. 
134,AgreedToMeet, Shweta from BHS STAFFING SOLUTIONS PVT LTD . . Bhs Staffing Solutions Pvt. Ltd has been established in year 2014 with keeping our goals in minds and making sure that the customers are approached and catered in the best possible manner. Bhs Staffing Solutions Pvt. Ltd is one of the best service providers in the area of Recruitment . We work across pan India. Our focus is to be multi-functional and reach across all areas. Please let me know your comfortable time we can discuss in detail. 
240,AgreedToMeet,Thanks for sharing. : Pl call me on my below number
2398,OutOfOffice,I will be on leave from 4th October returning on the 18th October. Please reach out to the Project and Site managers for the respective topcs 
3700,Unsubscribed,Can you please take me off the mailing list
2247,OutOfOffice,"Thank you for your email
Please be advised that I am currently out of office. 
"
604,ConnectLater,Sorry for delay. We are reviewing the issue with the corresponding department. If necessary we will call you. 
3121,ReferredSomeone,Im no longer working at EnergyHub. For urgent requests please email Seth Cousins at cousins@energyhub.com
3706,Unsubscribed,I dont have enough money to invest so dont contact me. 
1169,Deactivated,:I dont see a fit. 
1413,Deactivated,We were exploring but I have a three year old son which per my knowledgeyou dont permit. Recently booked somewhere else
2178,OutOfOffice,I will be out of the office Tuesday December 1 through Friday December 4. I will respond to your email as I'm able. Thanks. -Ryan
3976,Unsubscribed, there I have unsubscribed twice. Please could I receive no more emails. 
1132,Deactivated,Not interested in this opportunity. 
471,AgreedToMeet,Can we book some time to talk next week
3926,Unsubscribed,"As discussed  kindly remove the below mail IDs from your database ASAP. zsheetal@smartiam.in ,zsheetal@smartiam.in sales1@smartiam.in ,sales1@smartiam.in purchase@smartiam.in ,purchase@smartiam.in"
3630,SeekingMoreInfo, Hallo and thanks for contacting us.  We are looking to employ immediately 15 Registered Nurses holding DOHLicense or DHA License with the minimum of 6 months experience in Dubai.  The estimated salary for the RN - Starting from 8000 AED to 10000 AED.  Let us know if you need any requirements. 
2797,ReferredSomeone,I have retired as of January 29 2021 please contact Bob Gerber at robert. gerber@hrccu.org or 518 741-4984. 
2861,ReferredSomeone,I am no longer associated with Metal Powerlytical Pvt. Ltd. Please contact Rupali Shinde on rupali. shinde@metalpower. net Important 
2199,OutOfOffice,"Thanks for the email
I am out of work at the moment due to Diwali Holidays. Please expect a delay in response from my end till Monday(16 Nov 2021). If anything urgent please feel free to call me on 9108002982. 
Wish you a very happy and prosperous Diwali"
3969,Unsubscribed,Please be aware that if you reply directly to this particular message your reply may not be secure. Do not use email to send us communications that contain unencrypted 
3068,ReferredSomeone, You can please connect with Amol he takes care for commercial procurmet
374,AgreedToMeet,Thank you so muchI could be reached on 971506620452. Before 11:30 ISTThank you
2322,OutOfOffice,I am on personal leave till from 15th June to 24th June . For anything urgent please call on 8879654011
1856,OutOfOffice,Im currently out of the office. I will be returning on Monday June 22nd. If you require immediate assistance please contact Stacey Horowitz at shorowitz@sandata.com. 
2354,OutOfOffice,Thank you for your email  I am currently out of office on long leave. For HR related queries please write to ind. hr@qualys.com and to ind. recruiter@qualys.com for recruitment related queriesRina Singh
1845,OutOfOffice,"Thank you for your mail. 
I'm away on site visit. 
Will reply as soon as I get back. "
1196,Deactivated,My apology for not getting back to you. We have already arranged a grad position and at this stage we are ok with capacity. 
523,ConnectLater,Thanks for reaching out. Currently we are not adding anymore services due to pandemic. Ill get in touch with you in case we are planning in future. 
827,ConnectLater,Currently I am not able to make time for a retreat but maybe in future Iwill connect with yall
2399,OutOfOffice, EveryoneI will be out of the office at 3:00 PM today.  I will have limited access to e-mail.  Please leave a message I will respond to you as soon as I can. 
2479,OutOfOffice,I am currently on Annual Leave and will return on Monday 11th January 2021. 
3498,SeekingMoreInfo,Thank you kindly for your email and explaining your program to meNowadays i am doing little India travelling so perhaps you mightrecommend some of your sister programs in Europe. 
1604,Deactivated, I am not looking for alternative work at the minute as I have moved inter-company to a new department recently. Thank you for the email however 
3836,Unsubscribed,No need to schedule a call.  Please take me off your email list. 
977,ConnectLater,Thanks for your email and sorry for the late reply. We are really headsdown on the product right now as we are in the middle of a pivot. Right now we dont have any vacancy but will definitely reach out to youin the future. 
1369,Deactivated,I am not interested in such services. 
3391,SeekingMoreInfo,I have already share the job requirement. Please start the work as soon as possible. 
306,AgreedToMeet,Im interested in learning more about this
553,ConnectLater,Thanks for making contact and alerting me to this interesting role. I am looking to focus on working for a manufacturer or a new technology or innovation company. Thanks for thinking of me and good luck with fulfilling the role
3794,Unsubscribed,VendorLike you I receive about 5 to 15 emails a day from vendors trying to sell a product or service.  Not surprisingly each email contains a request to get to know them better or spend 15 to 30 minutes of my time to learn more about their company or product.  This is simply not feasible.  If I honored these requests I would lose 3 to 5 hours a day.  I simply do not have the time. If I am interested I will let you know otherwise please understand that I am not interested and this email is a response to your request. Kindly please remove me from further marketing emails. Thank you for understanding. 
2885,ReferredSomeone,I am no longer monitoring this email. You can now reach me at John. wtman@tiaa.org. 
525,ConnectLater,Thank you very much indeed. . . Thanks  
2523,ReferredSomeone,Thank you for your message.  As of 6/25/2021 I am no longer with Rea  Associates. If you have an urgent support issue please contact our IT helpdesk via email or by calling 
165,AgreedToMeet,Will arrange a call back. Whats your no
3025,ReferredSomeone,:This mailbox is no longer in use. Please direct all inquiries and correspondence to Kevin Schroer kschroer@blockinc.com. 
1328,Deactivated,Not something for me Im afraid. 
751,ConnectLater,At the moment we do not have such a requirement but incase in future wewill get in touch with you. 
1889,OutOfOffice,I will be on leave from 14-23 August. For any urgent matters please contact Biliana Pehlivanova or Matt Sibbison. 
2534,ReferredSomeone,Thank you for your email I have now left Gordon Ramsay Restaurants. Please contact Francesco Cappucci at FrancescoCappucci@gordonramsay.com with any enquiries
1056,ConnectLater,Sorry I will not be able to help you. I have already forwarded to TA team. If they need any assistance they will get in touch with you. 
2327,OutOfOffice, and thanks for your email. Im currently away from the office until November 17 and am going to do my absolute best to not look at email while Im away. 
3688,SeekingMoreInfo,As per talk held with you for empanellement with your esteemed organization it will be a great honour for us to associate  empanelled with you.  we are specialized in I. T Software Industries recruiter and also recruiting non IT sector. nbsp I hope you will consider and do the needful for the same. An early and positive reply is solicited
1712,OutOfOffice, I am currently out of the office on PTO until Tuesday 1012. Please expect a delay in my response. 
3964,Unsubscribed,Please stop spamming. Reporting your emails. 
504,ConnectLater,Thank you for contacting me and your interest in Fieldfisher. We have full solutions in place but I appreciate you contacting me.  If things change in the future we will be in touch
419,AgreedToMeet,Yes let me know what date and time works best for you. 
1765,OutOfOffice,Thank you for your message. I will be out of the office through Monday July 6. 
2514,OutOfOffice,Great newsOff in the Adirondacks from Friday 7/30 and returning on Monday 8/9. If you are looking to join our upcoming Brand Of You Challenge please register here:
3454,SeekingMoreInfo,Thanks for reaching out. Im not currently lookingfor a new role. Out of interest please my I ask where you got my contact details
3643,SeekingMoreInfo, yes i am interrested in your job. The only problem is i have no drivinglicense  i got a Turkish one but now it is in the Driving Dep. fortranslate into a German Driving License. i think it will took 2-3 months for get the new License. if there is no any problem i can make a trail day to get a look into thework. I can troubleshot basic elektrics 0-24VHave knowhow in Pneumatics - Hydraulics - Mechanic - CNC Machines -waterjets - industrial heated ovens - tempering machines. Very good German in Language but Basic English knowing. I have German Citizen so no problems to work and life here. Thanks a lot and hope to hear frome youResul Kxc3xbccxc3xbcktasci Silva richardsilva@greenrecruitmentsolutions. 7ts-e.com schrieb amMi. 20. Okt. 2021 21:10:  Resul I am reaching out to you on behalf of one of our major clients. They are a leading manufacturer of recycling machinery. They are an international brand with an ever-growing footprint of installed machines. Due to rapid growth they are seeking a field-based technician in Germany. The role is ideal for an electrical biased service technician with experience of troubleshooting and repairing capital machinery. The position involves travel across the country. The Role: Install repair and maintenance Providing beneficial detailed field reports Plan and execute all travel for field service activities Client support in terms of technical issues and sorter performance Complete expense reports and service documentation in a timely manner Organizing and review onsite service visits 
506,ConnectLater, Thank you for reaching out. Unfortunately I am not currently looking for a move. As you may have seen in the news Glennmont has recently been acquired by Nuveen which brings with it various benefits that I would like to see how they play out in the next 6-12 months. I may however be open to opportunities after this time so please feel free to get in touch with anything that you think may be of interest at this point 
3497,SeekingMoreInfo,I am interested to know more about this opportunity. 
2233,OutOfOffice,"Thank you for your email. I am out of the office with very limited
access to email. I will be checking messages on a daily basis and will
respond or forward your message to someone who can assist within 24-48
hours of receipt. 
I apologize for any inconvenience this may cause and appreciate your patience. 
 "
2718,ReferredSomeone,So basically I am not Rohini. And I do not recall registering for Digi hireby any chance. Can you send these queries to @Sneha Sureshsneha. suresh@jalantechnologies.com
