,Category,Response_preprocessed
1397,Deactivated,My company is based in Baltimore and is not in need of a service such as yours.
988,SeekingMoreInfo,Please send a sample.
29,OutOfOffice,"Great to hear from you, and while I am out of the office for the holidays, returning on Monday, January 4, 2021, I will be checking emails. If you need immediate assistance, please call my cell: 312-890-8397. Wishing you and yours a safe and peaceful holiday season!"
1657,ConnectLater,"Currently no plans ,since the operations are on hold . I will surely
respond back if required in future."
561,OutOfOffice,"Hi, I am not in office today. I will respond to your emails soon. Warm regards Krishna"
225,Deactivated,"Sorry I am not interested.
Regards,"
5,Unsubscribed,Pls stop emailing
1227,Unsubscribed,"We do not trade scrap, we are an R & D Institute. Please, stop sending mail, thanks"
444,AgreedToMeet,Your person has visited our office shared the software with us.
32,Deactivated,"I am not interested in the franchise right now. Please do not send any
further mails."
965,OutOfOffice,"I will be out of the office until Monday August 3rd, please reach out to Kim Pike or Jizelle Creek for any urgent requests or questions."
1681,OutOfOffice,"I am on vacation this week and not able to reply your email as prompt as usual. if there is anything urgent, please call me at my cell phone."
893,Unsubscribed,"No interest right now, thanks.
Could you please remove us from your mailing list ?"
668,ConnectLater,"Thanks for reaching out Sara.
I am a little busy this week. Lets talk next week."
2210,Unsubscribed,Not interested
1358,OutOfOffice,I am currently out of the Plant on vacation returning on 4 Jan 2021.
1406,ConnectLater,"Thank you for the email. If I need assistance, I may reach out to you."
2708,OutOfOffice,"ÔªøThank you for your message.
I am currently cycling and hiking through Vietnam for the remainder of the year! I will be back in the NY office Jan 2. I will not be checking email during this time."
1396,ConnectLater,We will update you if there is a requirement for the sane.
151,OutOfOffice,"Thank you for your email. I am currently on annual leave returning 11/01/21.
Otherwise, enjoy the festive break and see you in 2021.
Kind Regards,
Tully"
2831,OutOfOffice,"Thanks for your mail. I am out of town this next few days. Will get in
touch with you after I get back."
222,ConnectLater,"Thanks for the note. No plans for recruiting in 2020. Feel free to reach out again in April 2021.
Kind regards
Harmony"
2641,OutOfOffice,"Thank you for your mail.
I am on leave from 7th to 10th Feb'20. Will not have access to E-mails. Please expect a delay in my response."
702,ConnectLater,"first of all I am really sorry, due to the covid-19 outbreak our company
work has almost stopped, b/c of this i can,t open my mail and today i come
and see your number of mail again, really sorry for that.
Now harshita i clearly want to say that i,m not in that position to deal
with your and other company, but of course if i need any help in future we
contact you."
1666,ConnectLater,"Thank you for your proposal.
I have forwarded your email to our team in charge of plant trading, if interested they will contact you."
2827,AgreedToMeet,Sounds good. Can you call me sometime in next week?
1444,OutOfOffice,"Thank you for your email. I‚Äôm currently out of order until further notice. Just kidding. I am travelling back to home. Finally. :)
And will be quarantined for the next 14 days."
854,OutOfOffice,"I am currently out of the office in meetings and will return emails as time permits.
Thanks and have a good day!"
1832,OutOfOffice,"Thank you for your message. I am out of the office for the holidays returning Thursdsay, January 2."
1586,OutOfOffice,"Thank you for your e-mail. I am on a part-time schedule until June 2020.
My next working day is 11th, May,2020."
1525,OutOfOffice,Ôªø Thank you for your email! Ôªø I am currently away from office and will attend to your email when back.
113,AgreedToMeet,"Here is our latest brochure with pricing and other information. We had a
few new features as well.
Thanks
Sanju"
2096,OutOfOffice,"Thank you for your email. Due to some urgency, I am on leave. Pl expect a delay in response."
2337,OutOfOffice,"Thank you for your email, Tuesdays are my day off. I will respond when I return tomorrow.
Thanks,"
1100,OutOfOffice,"Thanks for the email. I am travelling and have limited connectivity. Please expect a delay in my response.
Regards,
Prabhakar"
206,Deactivated,Don‚Äôt need it at this time. Thank you
2687,Deactivated,"sorry, I am not the concern person to attend your calls."
1147,OutOfOffice,"I'm currently out of the office with limited access to email, I will respond as soon as I'm able"
1821,OutOfOffice,"Hi, Thanks for your e-mail. I am out of office until the 21st of September and will have limited access to my e-mail. If urgent, please reach out to my business partner Nick van Eeten on nick@nobelrecruitment.com. All the best, Vladan."
1410,OutOfOffice,Thank you for your email. I am on vacation and will return to work on 4th Jan. Please expect a delay in response.
889,OutOfOffice,"I am out of office, on the 7th of August 2020.
Please expect delay in response. In case of anything urgent please SMS me on - +91 9049004739
Regards,
Archana"
3148,OutOfOffice, I am out of the office with limited access to my emails until Monday 2nd August.
899,OutOfOffice,I am out of the office on PTO. Please text or call me at 224-277-1942 for any urgent matters. I will be checking my email periodically to handle open projects. Thank you!
832,OutOfOffice,"I will be out of the office on PTO 7/2-7/5 with limited access. Should you need immediate assistance before my return, please call my cell.
I will repsond to your email upon my return.
Thank you,
Roy"
1245,OutOfOffice,"I am on leave till Jan 03, 2021 and have limited access to my email.
Wish you a very happy new year."
3140,OutOfOffice,Thank you for your email. I am out of the office and will be back the 28th of June. During this period I will have limited access to my email. For immediate assistance please contact me on my cell phone at 46767747764 or contact my team at info@drdenim.com. Best 
1241,ConnectLater,"Greetings! Thank you for your e-mail.
I am currently out of the office and will not be able to respond back immediately. I am having very limited access to email while away but will get back to you as soon as I return."
1982,Deactivated,"I don‚Äôt need these services. Thank you, Lisa"
869,ConnectLater,"Am extremely sorry, couldn't reply to your message.when company will
plan to install new purification unit ,I will definitely give you reference"
1659,Deactivated,"We are not looking at partnering with external agencies for our recruitment needs.
Thanks for approaching us."
673,ConnectLater,"At present we don't have any requirements.
I will revert whenever any opportunity arises.
Thanks
Srinivas"
2456,OutOfOffice,"Thank you for your message! I am enjoying the holidays and will be returning on Thursday, January 2nd. I look forward to reading your message when I return."
1374,ReferredSomeone,"Thank you for your email.
Please note, Roshan Puri no longer works for Calculus Capital.
If you are a company looking for strategic support and financial backing, please contact the Investment Team at investmentteam@calculuscapital.com.
For any other queries, please don‚Äôt hesitate to call the office on 020 7493 4940.
Thank you and kind regards,
Calculus Capital"
1676,AgreedToMeet,Yes I am interested
3012,OutOfOffice,I am currently out of the office and will be delayed in responding to your email.
139,ConnectLater,"Regret that we couldn't connect today as I was pre-engaged and wasn't aware
of this unscheduled conversation.
Here is the link for you to pick your best time to schedule a call with me"
489,ReferredSomeone,Adam Henicke is no longer available at this email address. Please contact Ray Flores at Ray.flores@jvic.com or at 361-648-6137.
913,OutOfOffice,Thanks for your message. I am taking PTO today (Friday). If you have immediate needs reach out to Andrea Sausen to connect you to someone who can help Asausen@c-k.com.
1615,AgreedToMeet,Great to hear from you.
1671,ReferredSomeone,Please note that my email address has now changed. You can reach me at sdelmar@grimsp.com
2213,Deactivated,"Yes I did receive the email
I think the job would be out of my area and maybe mean moving.
Thank you for letting me know"
1898,OutOfOffice,"Hi there, Thank you for your email. I am unwell today but will reply to your email when I am am back in the office."
2717,OutOfOffice,"I am out of the office attending Softchoice Impact 2020. Responses to emails maybe delayed. For anything urgent, please text me at 647-515-0813."
812,Unsubscribed,"Dear Sir,I'm no longer working in O&G.My new bussiness, small capacity and no related to your product.Thanks for your conserned."
214,ConnectLater,"As such we are not in requirement of any ERP. Will get in touch once we decide on that.
Regards
Janakiram VVS"
1943,OutOfOffice,"Thanks for the email. I am on Planned leave and will resume on 11 Nov.
Please expect a delay in response to your mail."
2179,Deactivated,We have not required it now.
314,OutOfOffice,"I am currently out of the office on annual leave, and will have limited access to emails until my return on Monday 2nd November 2020.
Regards
Richard Coe"
2186,OutOfOffice,"Thank you for your email, I am currently out of the office with no access to email or voicemail. I will return on Tuesday 12/8/20."
3074,ReferredSomeone,I am currently out of the office on maternity leave. Please reach out to Nick Stokes in my absence: Nickstokes@salollc.com
416,OutOfOffice,"ÔªøHi - I am off site in training sessions the week of Aug 10-14 and will be checking my email on my breaks. If it's urgent, please send me a text and I'll respond as soon as I'm able.
Have a great day!
Tanya"
1029,OutOfOffice,Thank you for your email. I am on PTO returning to work on 24-Nov. Please bear with a delay in response.
2086,SeekingMoreInfo,Can we connect to discuss more about it .
2101,OutOfOffice,Thanks for writing in. I am on Block Leave from Dec 16 to Dec 22. For anything urgent please connect with Ilamathi (1534913).
136,ConnectLater,"I am on leave today. Please call me at 9740113131 for anything urgent.
Thanks"
746,AgreedToMeet,lets meet
1474,Deactivated,"There is no need of oil purification and conditioning equipment in my organisation , we are OEM of material handling equipment for cement industries."
1122,OutOfOffice,I am away from my desk today until late this afternoon. I will respond to your email upon my return.
793,ConnectLater,"We will come back if required
thanks"
35,SeekingMoreInfo,"Waiting for you to connect on given link.
Please respond."
25,OutOfOffice,Our office is closed till 16th Nov. WIsh you a very Happy Diwali.
657,Unsubscribed,"Kindly stop sending these emails
Best Regards"
1402,OutOfOffice,"I am currently travelling and have limited access to email.
Please contact my secretary Ms Sreeta Gunasagaran (email: sreetag@hapseng.com ) for further assistance.
I will be back in the office on Monday 17 August.
Kind regards"
449,AgreedToMeet,"Please do connect.
Datta Patil"
2626,ReferredSomeone,I am sorry I did not reply sooner as I had a lot of e-mails to go through. The correct person to send your information to is our Business development and sales manger mohammed.nassar@risal.com<mailto:mohammed.nassar@risal.com>.
1401,Deactivated,I‚Äôm afraid this is out of my scope as a writer/editor. But thanks for the contact.
1258,ConnectLater,"You may be contacted for future requirement
Thanks & regards"
2350,OutOfOffice,"Thanks for your email.
I am currently on annual leave, returning Mon 18th January 2021."
751,Unsubscribed,"No, thanks I am not interested, please, can
you remove me from your mailing list."
1270,SeekingMoreInfo,"We can do a demo tonight or tomorrow night as per your convenience.
Let me know a suitable time.
Regards,"
3131,OutOfOffice,I will be out of office until April 12 with limited access to e-mail and mobile. I will respond as soon as I can.Have a great day ThanksSiva732 910 7719
1449,OutOfOffice,I am out of the office until mid/late October and will likely not be able reply to any emails until my return.
2421,OutOfOffice,Thank you for your email. I am currently out of office returning Monday October 5. Access to email will be sporadic.
1052,ConnectLater,"Right now our plant is in stopped condition. Once it's open ,I'll discuss
the thing with my plant head and if he's interested, I'll get back to you .
Thank you."
2581,ReferredSomeone,"You may speak to my colleague, Kathny."
2437,Unsubscribed,Remove my name completely from your system.
244,ReferredSomeone,"This email is no longer in use. If you require up to date Quality Control information, please call 281-449-1051 for updated contact information."
2151,Unsubscribed,I am not interested
276,ConnectLater,"Thanks for reverting back ‚Äì how does Thursday of next week sound to you for a followup?
Regards,"
2441,OutOfOffice,"Please be advised that I'm on vacation.
I'll respond upon my return on Monday, Aug 10th.
Regards,"
2158,OutOfOffice,I will be out of the office Friday 9/4/20. I will Return on Monday 9/14/20.
588,ConnectLater,"We will currently not be interested.
Once the situation around us eases we will chat.
Stay safe
Regards,"
2207,ConnectLater,will revert back soon
970,AgreedToMeet,Pl call at 3 PM today.
1947,Unsubscribed,No thank you.
2726,Deactivated,"Thank you for your email. We have our existing partner to run our payroll for
many years and so far we are doing good too. We are not exploring any
alternative service for now.
Thank you for sharing your service."
2783,AgreedToMeet,"I am out of the office on until Dec 14th with limited access to emails. I will respond to you upon my return.
Regards,
Padma"
2387,Deactivated,"I hereby confirm the receipt of your email, I would like to take the
opportunity to apologize for the late reply.
I have been looking for a similar product for oil purification for a while,
and I am glad that your product provides such a service.
Unfortunately due to the global pandemic, our plant is running at a lower
than the minimum capacity, accordingly we will have to postpone acquiring a
similar product for a while."
2377,Unsubscribed,Not interested!!
1759,Deactivated,"Sorry
I am not interested.."
2181,Unsubscribed,"i dont need any sought of franchise any more please dont send me any
sought of mails"
2685,SeekingMoreInfo,What are the services your company can provide us regarding the Condition Monitoring please give us in detail???
1323,SeekingMoreInfo,"Sounds good to me, Can you call me some time next week?"
167,ReferredSomeone,"Thank you for having contacted Marshall McCausland. As of May 2nd, 2019, he is no longer working at Alithya Group. Please direct any future correspondence or requests to Jonathan Bemmi at jonathan.bemmi@alithya.com.
Best regards,"
2272,OutOfOffice,I am on leave on 4th and 5th June
927,OutOfOffice,"Thank you for your email.
I am currently on annual leave until Monday 11 January 2021.
Should your query require assistance prior to that time, please contact Rewadee Piemyoosuk on 08 8193 9107 or Rewadee.piemyoosuk@hps.com.au<mailto:Rewadee.piemyoosuk@hps.com.au>
Otherwise I will respond to your email as soon as practicable on my return.
Wishing you a safe and merry christmas!
Thank you and kind regards,
Amy"
24,Deactivated,"Cosmin is a collaborator of ours, I have sent your email further and I
think he already responded on LikedIn that he is not interested."
806,Deactivated,"Dear mf Adam¬†Many thanks , we are not interested ,¬†Regards"
3060,SeekingMoreInfo,Thank you for email. I would like to visit The wellness Center by end of April 21.Pl send price of different packages.
443,Deactivated,"NOT required
regards,"
1779,OutOfOffice,"Thanks for your email.
I will be on annual leave on Monday 21/12/2020 and then from Thursday 24/12/2020 returning to the office Monday 18th January 2021."
150,Deactivated,"Not at this time, but thank you!"
2957,OutOfOffice,I will be offline from 7-1 to 7-8If this is an urgent matter please reach out to the regional contacts listed below-National Distributor- Daniel Harper  dharper@nuvasive.comNational Distributor- Kiara Willis  kiwillis@nuvasive.comNational Distributor- Alexandra Carpenter  ahare@nuvasive.comNational Distributor- Anthony Aguirre aaguirre@nuvasive.comNE Mid Atlantic Southeast- Bill Robison brobison@nuvasive.comNortheast-Amanda Leonard atucker@nuvasive.comMid Atlantic- Jenifer Lipe jlipe@nuvasive.comSoutheast- Amanda Smith asmith@nuvasive.comWest- Tyrell Tomkiel ttomkiel@nuvasive.comCentral- Patrick Biggs pbiggs@nuvasive.comThanksAdam
2142,Deactivated,I‚Äôm sorry but this service will not be beneficial for Perma-Fix. Thanks or reaching out.
754,Deactivated,"Sorry, we already used SAP end to end thus not interested to change for the near future. Thanks
Regards,"
2265,OutOfOffice,I am currently out of the office.
2429,Unsubscribed,Not interested in any of your mails
1047,AgreedToMeet,Please take it forward
780,ReferredSomeone,"I don‚Äôt look at recruitment or HR matters. I am really not the right person to talk to.
Reach out to the HR person or the HR email id, if they have a spot open, they will.
Regards,
Andy"
900,ReferredSomeone,"Thanks for your email.
I am currently on extended sick leave.
Please direct urgent emails to Cassandra.Leigh@hydro.com.au
Cheers,
Tori"
864,OutOfOffice,"I am on PTO and will be back on 14-Feb-2020.
For anything urgent pls reach out to Shrankhla Raheja.
Regards,
Ritika"
1952,SeekingMoreInfo,Do keep me posted if you have any offers coming up post December.
2340,AgreedToMeet,Please get connected.
1197,Deactivated,"Thank you for your email.
We are now CLOSED due to CORONA-VIRUS.
Back in September ....
Please note that although active in other business sectors,
Neto Recruitment Agency mainly specialises in the provision of job placements for the CATERING, DOMESTIC, CLEANING and CONSTRUCTION industries.
Looking forward to helping you.
Kind regards,"
100,OutOfOffice,"I will be out of the office on November 22, 2019 until December 02, 2019.
I will reply to all e-mails upon my return."
1049,OutOfOffice,"Please note I will be away from the office on Friday, November 27, 2020, with limited access to email. If your matter is urgent, please contact Rohan Rajpal at Rohan.Rajpal@brookfield.com. Thank you."
1627,OutOfOffice,"Thank you for your email. I will be out of the office starting Monday, December 21, returning to the office on January 4, 2021. I will only be checking emails a few times a day and only responding to urgent issues.
However, if your request is urgent, please reach out to the CPCE Partner Operations TCI team (GCO-POPS-TCI@expedia.com)."
2443,OutOfOffice,I am on Maternity Leave from 18th June 2020. Please reach out to Vijayalakshmi at vivelu@arctern.com for any activities related to HR Function.
2537,OutOfOffice,"Due to the pandemic, Vangel is only open Wed - Fri. We will re-open Wed. 9/16."
1271,ConnectLater,"Thank you for reaching out to me.
Apology for the late reply, as I was on leave.
While it looks most apt for Agribusiness, we are currently not on this and
will get back to you should we have something in the future along this
line."
1758,OutOfOffice,"ÔªøHello - I am currently out of the office, returning Monday Nov 9th. I will return your message as soon as possible. Many thanks Francine
This e-mail message and any attachments contain confidential information. If you are not the intended recipient, you are hereby notified that disclosure, printing, copying, distribution, or the taking of any action in reliance on the contents of this electronic information is strictly prohibited. If you have received this e-mail message in error, please immediately notify the sender by reply message and then delete the electronic message and any attachments."
2846,OutOfOffice,I am Currently on PTO with Limited Mail Access . Kindly text me on my mobile +91 997127888 for anything urgent.
1378,SeekingMoreInfo,"I'm interested I have 6 points on my license
And what's the pay rate ?"
766,ConnectLater,"Thank you for your e-mail / application.
We will revert back to your enquiry in due course.
If your e-mail is regarding a job application, we will review your CV within 7 days and contact you should your qualifications meet the requirements of any vacant positions that we may have.
Please note that if you have not been contacted within 7 days then it is fair to assume that due to a number of possible reasons your application will not be pursued further in this instance.
We will, however, retain your details on our database and contact you with any suitable opportunities in the future.
Regards"
750,OutOfOffice,"Im curently taking a 3 month sabattical and will return in December, pleaase contact our Operations Director Jimmy Bent, jimmy.b@bespokecareers.com or our Head of Facilities Ritchie Franklin ritchie.f@bespokecareers.com in my abcence.
Thanks
Jill Showell"
962,SeekingMoreInfo,"Hi Richa,My property is currently under rent. Now I am thinking if I should give my property for a full management.¬†Could you please help me understanding the cost and other information you would need?
Regards,Satya"
2878,OutOfOffice,I am on 1 day leave on 20 July 2020 adn will reply to your email on 21 July 2020 when back to office.
2290,OutOfOffice,"I will be on leave from 13-Nov-2020 till 19-Nov-2020. During this period I will not be accessing emails, hence please expect delay in reply. In case of any urgency please contact Kapil Kulkarni on kapil.kulkarni@covestro.com / 9920334403."
168,OutOfOffice,"Thank you for your email!
Please be advised that I am currently out of office.
Should you have any urgent requirements please contact the EX Resource Center<https://sites.google.com/a/forrester.com/how-to-forrester/howto-s/strategic-growth/how-to-contact-the-global-strategic-growth-resource-center-sg-forryou>.
Alternatively I will revert on my return.
Kind Regards,
Himanshu"
73,AgreedToMeet,"Yes, I am interested."
2607,OutOfOffice,"I am on annual leave returning Thursday 7th January.
For any enquiries (from Monday 4th January onwards), please email
marketing.automation@news.com.au.
I will attend to you email upon return."
2968,SeekingMoreInfo,Sorry for the late response Mark. My experience is in oil and gas. I am a sure your will be interested in me.
3149,OutOfOffice,I will be traveling this week and not checking emails regularly. Ifyou need immediate assistance for a general 
1883,OutOfOffice,I am on leave until Monday 11th January.
2166,OutOfOffice,"I am currently out of the office. If you need immediate assistance, please contact Client Solutions at 844-3WAYSTAR."
1138,OutOfOffice,Thank you for email. I am out of office.
2568,OutOfOffice,"Thank you for your message. I'm out of the office for the holidays until January 6, 2020."
992,OutOfOffice,"Thank you for your email. I am currently out of office.
For any important matters, please reach me on my mobile."
2053,AgreedToMeet,Okay you may call us.
1499,Deactivated,I do not need a payroll management at the moment as currently I have a team of payroll staff to handle it.
2302,OutOfOffice,I am out of the office on PTO/Holiday and returning on 1/6/20.
1905,ConnectLater,"Once situation will be normal , I will arrange a concall with my technical
teams nd experts too.."
1093,AgreedToMeet,"Hi Aarti,
Lets connect on Tuesday @11. 00 AM for the same"
1384,OutOfOffice,"Hi, I am on power down leave. Will resume office on 6th Jan. Please expect a delayed response."
2431,OutOfOffice,"Thanks for your mail. I will be back to office on 26th May.
Mail will not be read and replied.
Thank you for understanding.
Regards,
Chaitra S Pandeshwar."
1738,AgreedToMeet,Call me tomorrow at 5 PM.
2809,AgreedToMeet,I got signed up. Thanks Von
1503,OutOfOffice,"I am currently on leave, returning 11 Jan. I will be back to you promptly on my return.
I hope you are enjoying time spent with loved one this festive season."
2564,ConnectLater,"Presently we are under lockdown condition , however after factory reopen I make call to you.
Pls make note that company will not do any type of investment in next some couple of month as sales are down trend."
1631,ConnectLater,We have no need for your services. We will contact you if we ever do. Thanks
2102,OutOfOffice,I am on leave from 24-30 Sept and will not have access to emails.
2515,OutOfOffice,"Please note that I will be on vacation September 14 to 18 with limited access to emails. If your matter is urgent, please send me a text at (647) 201 - 1798. I will get back to emails as soon as possible. Thank you"
266,SeekingMoreInfo,"I like what your index reads out to customers. I'd even like to
subscribe. Yet, after talking to our staff we only export to our owners.
For our ferrous material we only send it domestically. We just would not
have any use for your reports due to this dynamic. The Peony Report suits
us fine with what we are doing in the most simplest forms.
John Brown"
1033,OutOfOffice,"I am currently on PTO and may not be able to revert to your email
immediately. Please expect a delay in my response."
1829,Deactivated,"I have already replied to your mail so don't send mails on a daily
basis....."
2631,Unsubscribed,Please take me off your list.
2585,OutOfOffice,"I am currently out of the office, returning Monday June 22nd.
Regards,"
1844,OutOfOffice,"Please note I will be away from the office September 24, returning September 29. While away I will be checking my email so please feel free to reach out and I will get back to you as soon as I can.
Thank you and have a great day!"
2107,AgreedToMeet,"I am interested, I will contact you once I am sure about my plans."
2999,SeekingMoreInfo,can you tell us how mush will you charge for hiring staff
2214,ConnectLater,"Good evening to you, we have reviewed all your mails and proposals, please
note that we have shifted all our projects to Q1 2021 and we are not
initiating anything now for the Q4 2020 due to the pandemic situations.
Would be in touch soon next year, Regards, MM"
144,OutOfOffice,"I will be out of the office until Monday, January 6th with limited access to email. I will respond to your message when I return."
331,OutOfOffice,"I am on personal leave today.
Anything urgent, please text me on my cell # 9619038213.
Thank you
Mukund"
1973,OutOfOffice,"Thanks for getting in touch. I'm on annual leave today, back in the office Monday 20th January."
247,Unsubscribed,The individual you are trying to reach is no longer with The Chartis Group.
373,SeekingMoreInfo,"Hope all is good with you.
As requested, please find attached quotation for the mentioned company for
your perusal and consideration.
If you have any question pertaining to the quotation, feel free to clarify
it here."
380,OutOfOffice,"19th June is a holiday in Philippines. Sorry for the inconvenience due to delayed response.
Thank you and Regards
Vinit"
2547,OutOfOffice,"Thank you for your message. I am currently out of the office with limited access to email, and will return on Monday, November 18th."
320,SeekingMoreInfo,"As requested, please find attached quotation and our company deck for your
further consideration."
2239,Deactivated,"Thank you very much for your email.
Unfortunately we are not interested in your services.
Have a great day!"
636,AgreedToMeet,"you can call me
Thanks
Vinay"
2664,OutOfOffice,"I will be out of the office until December 10th. If you have an urgent need, please contact me on my cell at 847-404-2723."
1587,OutOfOffice,"I am out of office from November 27th to December 4th.
I will respond to your email once i return to work."
1331,OutOfOffice,I am out of office
3008,SeekingMoreInfo,Please reconnect.
2798,OutOfOffice,"I am on PTO. Please expect a delay in replies to the emails.
Regards,
Sajitha"
2614,Unsubscribed,Please remove us from your mailing list.
2282,Unsubscribed,Not for us thank you
2674,SeekingMoreInfo,"I tried to reach the number mentioned in your signature however could not
connect. Please let me know your available time and number where I can
contact you from the Unikul side."
1214,ReferredSomeone,You may please contact with maintenance department.
430,Deactivated,"Thanks for reaching out. Unfortunately, we will not be keen to pursue this as the School‚Äôs payroll is already outsourced to another payroll service company.
Regards,
Aline"
1010,Unsubscribed,"Thank you for your email regarding recruitment.
I‚Äôm really sorry but we don‚Äôt use recruitment agencies as we have had a few bad experience in the past and we don‚Äôt really agree with the fees charged by agencies.
I would appreciate you removing me from your mailing list."
191,ReferredSomeone,"I wanted to inform you that I have changed my primary email address to manoj_bisht@shinryosuvidha.co.in. Please update my contact information in your address book and direct your messages to my new email address.
Your messages are important to me, thanks for keeping my information up to date.
Sincerely,
Manoj Bisht"
2816,OutOfOffice,"I'm currently out of the office on annual leave, with no access to emails. I'll be back in the (virtual) office on Tuesday 5 January."
1175,AgreedToMeet,I am interested. Can you please call me sometime next week?
435,ConnectLater,"Thanks for your mail . I will check with my procurement counterpart about
your interest to evaluate.
Will get back to you.
Regards
Abhishek"
2898,OutOfOffice,"I am Out of office till 26th June with intermittent access to emails. If
urgent please get in touch with Sanju."
1690,OutOfOffice,Monday 3rd Aug is a public holiday in India. Please expect delayed responses over the long weekend.
1942,OutOfOffice,"Thank you for your message, I am out of the office returning Monday, Dec. 16th please anticipate a delay in my response."
1280,OutOfOffice,"Hello, I am out of office on pregnancy sick leave."
1899,AgreedToMeet,Thank you
1186,Unsubscribed,Please take me off your mailing list; thanks!
1016,OutOfOffice,"I'm currently out of office, returning Tuesday, July 14th. I will have intermittent access to email while out, but will respond at my earliest convenience."
2232,OutOfOffice,"Thanks for your mail, I will be out of office today 02/03/2020 and will have limited access to email. if this is urgent, please contact Gaurav Virmani at gaurav.virmani@hkstrategies.com of 95407 60652. i will do best to respond to your email when i return on 03/03/2020./"
687,Deactivated,"Right now, Not interested Madam.
Thank you.
Regards,"
1565,ConnectLater,"Thanks for reaching out. We don't have any content requirements at the
moment.
Will definitely get back to you in case we have some.
Apologies for the delay."
638,ConnectLater,"I have noticed that your email was landed on SPAM folder. Will check the
pricing details & get back to you.
Thank you,"
569,ConnectLater,"Thank you for sending us your r√©sum√©. Executrade - Your Recruitment Specialists, is celebrating 40 years as Western Canada's leading full service recruitment firm, and we owe our long standing success to you - the candidate!
We receive a high volume of r√©sum√©s weekly, and are doing our very best to respond in a timely manner. Your r√©sum√© will be carefully reviewed and if your experience and skills match the requirements of any of our current job opportunities, we will contact you. If there are no immediate fits, but your qualifications align with our client organization's, we will retain your r√©sum√© which will remain active in our candidate database for future opportunities. Once we have a match, we will contact you!
In the interim, we encourage you to review the list of current job postings on our website at http://www.executrade.com/candidates/career-opportunities. If you find a job that you feel fits your career goals, send us an email and let us know! To stay up to date, follow us on Facebook, Twitter and LinkedIn.
At Executrade all of the information you share with us will be held in strict confidence. We do not submit r√©sum√©s to prospective employers without your expressed permission, and will not share any information without your explicit authorization.
Executrade looks forward to finding you the perfect fit!
With thanks,
Laurie Brooks
Executrade - Your Recruitment Specialists"
933,OutOfOffice,"Hi , Thanks for writing in.I am taking a break , will be back on 24th Aug stay safe
Regards
Natasha"
1407,SeekingMoreInfo,Let me know.
1169,ConnectLater,"Thanks for your mail.
Branch will be closed on 30 Nov '20 on account of Gurunanak Jayanthi and normal business will resume on 01 Dec '20. Kindly expect delay in response."
1360,ConnectLater,"all good here, hope you are good as well.
I have not been using my official system Email since weeks.
here, we already have existing partners working with us.
i have contact details of yours. will it you know soon after discussion
with training Deptt."
533,OutOfOffice,"I'm out of the office until Monday 11th January 2021.
I will respond to your email on my return.
Please contact Chris Emery at chris@lungfoundation.com.au if your query is urgent.
Regards, Kim"
3172,ConnectLater,Thank you for your emails we do not currently have any requirement for this candidate. In future please can you address your emails to me and I'll pass on to the relevant Director.Many thanksNicky TrowerNicky TrowerPA to the Chief Executive and Directorsm:  44 07702 700987e: NTrower@agrivert.co.uk www.agrivert.co.uk This e-mail and any attachments are intended for the named recipients only and may contain 
1822,OutOfOffice,Thanks for your email. I am off from 30th Nov till 4th Dec. I will be able to respond to your email when Im back next monday - 7th Dec.
2877,OutOfOffice,"Thank you for your email.
I am on parental leave commencing Monday 19 August 2019. Please contact Natasha Szabo in my absence: nszabo@deloitte.com.au"
2790,OutOfOffice,"Thank you for your message. I am out office and will have limited access to mails, hence there might be delay in reply until I am back on 27 Nov'20
Best regards
Vikas Palan"
196,AgreedToMeet,"Saikat from my team has already been in touch with you. He will follow up.
Regards"
2481,OutOfOffice,"Thank you for your email. I am out of office for a week, please expect delay in response."
1802,OutOfOffice,I am out of the office with delayed access to e-mail and will respond as soon as possible.
495,OutOfOffice,"Thank you for your email. I am currently out of the office, returning
on Monday the 4th of January."
2639,ConnectLater,"Thanks for reaching out and following up with me
Can you please send me the procedure and policy for working with propdial?
I will get back to you next week, thanks"
936,Deactivated,"Thanks for your emails.
You may please remove me from your mailing list. I am in touch with Vishwas
and Satish and we are already using your product.
Thank you and regards"
979,Deactivated,"Thanks Netra, we don‚Äôt have any requirement as of now."
2428,OutOfOffice,"Thank you for your email. I am currently attending a seminar with limited access to emails. I will be responding to your email at the earliest convenience. If the matter requires urgent attention, please contact CTS Reception on 1300 283 247.
Regards,
Henning"
2075,ConnectLater,"Currently we do not have approval on vendor usage, will reach out when the situation changes."
1301,OutOfOffice,I am out of the office celebrating the holidays with my family and will return on January 2nd.
1813,OutOfOffice,I am now on maternity leave.
1655,SeekingMoreInfo,"Can you please send me the CV for CV Ref: 62853
Kind regards"
395,SeekingMoreInfo,"Am setting up a call at 4 pm. Let me know if that works for you?
If you are busy at 4pm, please propose a new time. Here are my other open
slots:"
2368,ConnectLater,Dear Harshita Currently I am busy will talk to you later when I will be free I will call you or Massage Anshuman Ji directly thanks for contacting...
