,Category,Response_preprocessed
2526,OutOfOffice,I will be on Vacation OOO this Friday 1001. Please contact SRE Team for any Azure issues. 
2090,MovedOut,Thank you for your email I am no longer at Qlik.  Please send your emails to the below teams. -Email Contracts-QlikPartnerProgram@qlik.com
3319,SeekingMoreInfo,Are you looking for a job
2568,OutOfOffice,Please be informed that I am on personal leave from 14th October till 24th October with limited access to my mails. Hence response may be delayed. You can contact Manisha   91 8779370409 for any emergency  urgent message.  Please connect with Mr. Chitrakumar for Purchase related matters and Mr. Arun for Project related matters. I will be available on mobile post 18th October . 
698,ConnectLater,We would not be interested immediately. We will let you know about any ofthe upcoming opportunities. We will keep in touch
2989,ReferredSomeone,I am not personally involved in recruitment. If you could address you approach toMrs J Tildesley
3241,SeekingMoreInfo,Yeah i received your mail. 
2958,ReferredSomeone,You can please speak to the following persons:Mr. Raju Siromani GM Mehcanical - raju. siromani@clpindia.inMr. R M Aananth GM Chemistry- Aananth. r. m@clpindia.inWith 
2135,OutOfOffice,Thank you for your message please note I am on annual leave until 14th January 2021. I will be back at work on Thursday 14th of January and will attend to your email at that time. 
2432,OutOfOffice,"Thank you for your email. 
Im on personal leave returning to work on 4th May 2021. 
Please expect a delay in response if the matter is urgent please text or call on my mobile phone (+91 8291555808) and I will get back to you. "
1356,Deactivated,Thanks for your contact but this doesnt appear to be something Id use. We work mainly with schools and Ive developed my own assessment tools. 
2935,ReferredSomeone,Please email Monica Limone mlimone@amerantbank.com
4014,Unsubscribed,I am no longer working for Daniel Marks Recruitment Ltd. For any Sales enquries please delete and remove all my data from your database. 
1607,Deactivated, I recently joined Mace so not looking at opportunities currently. 
945,ConnectLater,Tha k youBut i cant invest currently any amount
485,ConnectLater, have received three emails from you in as little days to be honest I find this too much to be honest. We have a recruiter at this moment in time thank you should this change we may consider you but until that time no thank you. 
2450,OutOfOffice,Happy Holidays I am currently out of the office until the new year Jan. 4 - Merry Christmas and Happy New Year
3905,Unsubscribed,Please unsubscribe me from your mailing list.  
1565,Deactivated,Thank you for reaching out however we are not interested at this time. For future reference please do not send solicitation emails to any other person in the organization other than myself. 
1567,Deactivated,Thank you for the notification of the job but at the moment Im settled in the position Im in now. 
2021,MovedOut,This individual is no longer with Millennium Trust. Please contact our Receptionist at 630-368-5600 with any immediate needs. 
209,AgreedToMeet, Thank you for your emails. It would be good to have a catch up to find out more about this would webe able to talk on Friday morningRuby
2107,OutOfOffice, I am on leave today hence please expect delay in my response  
2436,OutOfOffice,Thanks for your email. Im currently away on annnual leave and will have limited access to my emails. Ill be back on Monday 4th October and will endeavor to get back to you ASAP. For any urgent enquiries please call my mobile on 07377184583. 
748,ConnectLater,I am well thank you. I did get Davids messages. Unfortunately at the moment I am not looking to recruit any senior positions the only positions that we are actively looking to hire at the moment are more junior roles. Something that we already have our own inhouse recruitment team working on. When we look to recruit any senior positions I will of course keep yourself and David in mind. 
3885,Unsubscribed,Please remove me from your distribution. 
1528,Deactivated, Thank you for your email. I am sorry but the position is not something I am interested in.  Salaryand position is not what I am looking for 
1724,MovedOut,Please be advised that effective March 19 2021 Rochester Drug Co-Operative no longer exists except for the limited purposes set out in the Plan of Liquidation. See In re Rochester Drug Co-Operative Inc. 20-20230 Bankr. W. D. N. Y. . Accordingly no one is monitoring this email. For further information please contact the Liquidating Trustee Advisory Trust Group LLC atbob. michaelson@advisorytgllc.com orbrad. boe@advisorytgllc.com.
542,ConnectLater,Thanks for the email. I am already in discussion with kiran
683,ConnectLater,I am not much active in detailing business any more. If I receive anyrequest I will call you right away. 
1600,Deactivated,Not interested but thank you
219,AgreedToMeet,Talent at Trell talent@trell. co
4015,Unsubscribed,Not interested Dont spam my mailbox
3382,SeekingMoreInfo,I dont get any message from AI consulting company
3119,Retired,"Kindly note Mr. Krishnan narayanan.krishnan@dormakaba.com , narayanan.krishnan@dormakaba.com has retired effective from 1st July 2020. Mr. Ravi Kannan has replaced his position and can be contacted at ravi.kannan@dormakaba.com , ravi.kannan@daimler.com. Pls update your records."
1175,Deactivated,Thanks for your email. I am really sorry not able to answer your calls. I have gone through the proposal over the weekend. I am exploringvarious options and right now dont want to go ahead with the HR servicesfranchise. I will reach out to you in case I decide in future to go with it. 
3654,SeekingMoreInfo,It sounds like a great opportunity. Few points to consider:1.       I started with KEL in May 2021 so opportunity will have to be a significant. 2.       My next move will need to be at Director level. 3.       Base Salary of xc2xa390K plus bonus and benefits. If they can match this I may be interested. Best 
1124,Deactivated, Not interested thank you. 
1156,Deactivated,I am not Melissa the owner so I can  only speak for myself. I despise Artificial Intelligence and the transhuman agenda it fosters. I want no part in your solution. Ive had to correct spellcheck three times in this brief response. And thats a simple task. 
1596,Deactivated,HeySorry for the late reply I believe Sid was my last contact on this rightbefore I had my daughter Im not ready for that financial commitment yetbut I appreciate the offer Im continuing to network and findopportunities the old school way :
3136,Retired,Ive pretty much retired fmbiz      
3747,SeekingMoreInfo,Maybe you were busy and you could not join yesterday to get your AI salesassistants trial started. Let me know if you have the contacts ready along with a couple oftestimonials and we can get started. 
104,AgreedToMeet,I am very much human. We would love to understand the other form of partnership that you weretalking about. Lets setup a meeting to discuss this in more detail. Here are my available slots. 
3977,Unsubscribed,Please stop spamming me and remove me from this list before I report you. 
306,AgreedToMeet,Thanks for your email I will not be not able to plan any meeting untilearly next week maybe we can check in on Monday next week if I dont  booka time until then. 
3835,Unsubscribed,UNSUBSCRIBE
532,ConnectLater,Currently we are not looking for tie-ups as hiring is on hold 
4125,Unsubscribed,Request to remove my mail ID from your list. 
414,AgreedToMeet,Received your email. Let me connect with you shortly 
236,AgreedToMeet, Thanks for reaching out. Can we have a call to discuss further Im available now on my mobile number 0 77 9598 1726. 
3157,Retired,I appreciate your emails however I am now retired. Please direct all correspondances to Steven Slater at sslater@usrscrap.com as he is the EHS Manager for Universal Service Recycling.
3162,Retired,Please contact either Jason Bruce Don Fell or Steve Bush as i have retired. Don Felldfell@padgett-inc.comJason Brucejbruce@padgett-inc.comSteve Bushsbush@padgett-inc.com
868,ConnectLater,We do not have many requirements and having our internal team who is takingcare of the same. Hopefully we shall get connected in the future
3323,SeekingMoreInfo,Apologies for having missed your mail. Could you please help me with the commercials for the programme
3004,ReferredSomeone, this my AVP - Arun Batish who will understand your proposition
3646,SeekingMoreInfo,Thank you for the email. I could be mistaken but I dont think I have heard from you since early March. Is this a different opportunity to the one presented in March
2818,OutOfOffice,OOO
65,AgreedToMeet,Yes I am interested. 
3289,SeekingMoreInfo,Could you please send us your proposal 
3088,ReferredSomeone,"Looping  ,harichandana. akurati@machint.com @Hari Chandana "
4065,Unsubscribed,This is a cold call -if I dont email you back its because Im not interested.  Please remove me from your email list. 
1052,ConnectLater,Thanks for your prompt response. ly let us know once you have any requirements to work on. 
1029,ConnectLater,Would want to attend. But I am slightly occupied and will surely cotactsome time later. 
1913,MovedOut,Thank you for reaching out. I am no longer an employee of Carlisle Companies.
1290,Deactivated,All good thanks No requirement. 
1310,Deactivated, Im no longer contactable on this email address. 
993,ConnectLater,Thanks  
1269,Deactivated,Thx but not for us. 
150,AgreedToMeet,Pl call. 
2733,OutOfOffice, Thank you for the mail. I am out of office and will not be accessing my emails.  Rekha Srivatsa
397,AgreedToMeet, Thank you for receiving this email as you know my experience of management in Solar hes like a home game. Is this for b2C our B2B business Because I prefer B2B business. Can you please call me around 5 oclock Dutch time so we can talk about these opportunitiesAnd Im also looking forward to hear from you. Met vriendelijke groet
3966,Unsubscribed,Not interested anymore I dont work with companies that promise something and do nothing afterwards
1729,MovedOut,Thank you for contacting Companion Protect. Randy Staats is no longer employed here. Please direct any future correspondence to Scott Hardgree at shardgree@companionprotect.com or  Elder at aelder@companionprotect.com. 
265,AgreedToMeet, forms and types of content in all languages. BlogsArticles are easier to write. Whats your number  
916,ConnectLater,Thanks for getting in touch.in terms of feedback home for me is Glasgow which isnt an issue form however the crunch is the noted salary which is particularly underwhelming. 
2079,MovedOut,Thank you for your email however Im no longer with Qlik. Please resend the message to amanda. hogberg@qlik.com
1872,MovedOut, I am no longer with Al Rabeeh AcademySchool and unfortunatelyI can no longer answer your email. Please direct all future inquiries to
1324,Deactivated,Thanks Unfortunately Jinko is one of a few I would not consider due to allegedlinks to labour camps in their supply chain. I appreciate it is a complexissue with lots of grey areas but I personally dont want to take a chance. It does sound like a great role and Im sure you will find an equally goodcandidate to match it to. 
228,AgreedToMeet,Thursday 31st seems to be the best option  I am available that day from 9-10:30am and from 4pm onwards. 
2028,MovedOut,Thank you for your email. Becky Morrish has left Petroplan. Your email has not been forwarded. Please email Guy Walker Deputy Finance Director guy. walker@petroplan.com who will respond to you as soon as he is able.
331,AgreedToMeet, Received your email from P wish to chat with you for a quick 10 -15 min to understand how you can help us solve our hiring. Let me know when can we speak my number is 8657420378. 
1718,MovedOut,Thank you for your email. This inbox is no longer being monitored. Please direct your question to our sales operations support team at salesoperations@alteryx.com
1376,Deactivated,No tha
125,AgreedToMeet,Ok thanks
1349,Deactivated, Thanks for reaching out to me. However I am not currently looking for anything else at this time. 
2241,OutOfOffice,Thank you for your mail. I will be away on leave from Friday 1st until Monday 11tht of October.in my absence please contact Gregory De Sailly at gdesailly@fedex.com or jessica. schmillevitch@fedex.com
3529,SeekingMoreInfo,We Simply Mergers Acquisitions Business Finance Debt Financing EquityFunding GloballyEach Entrepruner requires Funds at various stages time to time whetheryou are Startup Scaleup Global Growth or Even Mature Organisations. And then look for Trusted advisor professional Investment Banker whowill address all their Business Finance requirements.investment Bankers are Mandated by Investors to find right Investmentopportunities in Sync with their Growth Strategy. We Simply Business Finance Debt Financing Equity Funding Mergers andAcquisitions Globally. We bring Interesting Deals to Investors Investment Bankers and helpBusinesses in their Business Requirements : Debt Financing Equity FundingMergers and Acquisitions. Register for Free and Checkout Deals on DealRoom Portal a Global SelfService Platform on which you can post your Deals :Debt Equity Acquisition Exit or Strategic Investor Seeking or InvestorsMandates. You can get right Partners who have Domain knowledge and offer FinancialServices. You can post your Offerings or Requirements
2194,OutOfOffice,Thanks for your emailIam on leave and  will respond to your emails as soon as possible upon my return. 
2891,OutOfOffice,I will be out of office tomorrow 12/11 and Monday 12/14 returning Tuesday 12/15. 
1153,Deactivated,Thank you for reaching out but not my domain. 
609,ConnectLater,Thanks Siddharth. Looping in Anand.  
2899,OutOfOffice,"Thank you for contacting me I will be out of the office the week of July 13th on vacation. I will be checking in periodically throughout the week but if you need immediate assistance please contact my support team at DAL-broker. sales@wundermanthompson.com
I will be back in the office Monday July 20th. 
"
4131,Unsubscribed,Please stop 
2277,OutOfOffice,Sorry I will be out of the office returning 9/21/20 please expect a delayed response I will have no internet access at this time. 
2342,OutOfOffice,Im out of the office traveling for work and at meetings. I will be back on Wednesday October 6. 
1798,MovedOut, James Flowers is no longer with Celigo IncIf you need assistance please contact
3092,ReferredSomeone, Thank you for your email below and I will be in touch once I am ready to travel to India from UK. Currently due to lockdown it is difficult to make any plans.in the meantime please correct my NEW E MAIL ID as follows:kirankotecha@outlook.com
3647,SeekingMoreInfo,Thanks for reaching out re this role can I just check where in London and also if you would need to be onsite all of the time or if any hybrid working would be acceptable. ThanksJackie
851,ConnectLater,Thanks for wiring in. I sincerely hope you and your families are safe and healthy during these challenging times. Currently we do not require any SEO or performance eting agency. Having said that I will definitely reach out to you in future as soon as the need arises. 
165,AgreedToMeet,Lets discuss  BestRashmi9824716596 
2424,OutOfOffice," I am out of the office on PTO from 11/22 through 11/29 and will return on Monday 12/2. I will be be checking in periodically but for urgent matters please contact Susan Converse. 
"
716,ConnectLater,We have an in-house legal council . However connect with me in December we can explore the options . 
261,AgreedToMeet,I do have interest. Can we set up a meeting at our facility
1181,Deactivated,No thank you- we are good
2709,OutOfOffice,Thank you for your email. Our office is closed for the Labor Day holiday on Monday 9/7. We will reply to all emails when we return on Tuesday 9/8. 
806,ConnectLater,Yes - i saw the note.  Looks really excitingEnergy storage is certainly going to be critical to energy systems as we gogreen. Im currently totally focused on my role as CEO of Origami but i will havea think about who else I might recommend. 
2225,OutOfOffice,Thanks for your note. I am currently taking personal time off with family and shall resume office on 2nd Dec 2019. Please expect delayed response. 
741,ConnectLater,Thanks RajeshjiWe will get back as soon as need arise. Thanks  
3131,Retired,Hello and thank you for your communication.I am retired from MCG effective March 31 2021 and you can connect with my manager Guy Jacobucci at guy.jacobucci@mcg.com if needed.Best WishesBev Thewlis
2475,OutOfOffice,Thank you for your message. Sorry I missed you. Ill currently on PTO returning Monday July 26th with limited access to email. For immediate assistance please contact Tim Murray at tim. murray@vizientinc.com. Otherwise I will respond to your email as soon as possible. 
234,AgreedToMeet,Thanks for your mailSorry was busy. We can connect on Thursday. 
3734,SeekingMoreInfo,Kindly share  your Company profile Service terms  conditions details to help us explore further. 
3946,Unsubscribed,Remove me from your contact list
2400,OutOfOffice,2nd Oct is a public holiday and i'm on leave on 5th Oct. Please expect a delayed response. 
170,AgreedToMeet,748593773
3586,SeekingMoreInfo, Thanks for your mail we are looking for panels to help conducting interviews. Please let me know if you can help us. 
119,AgreedToMeet,Yes Do you have calendy I can yse
3474,SeekingMoreInfo,Trust this mail finds you wellAllow me to introduce myself Paul Sherin - Sr. Executive Human Resource of Dubai technologies and colleague of Ms. Dipti Liani. We would like to know about your company profile and how you can support us in IT Technology industry hiring contract hiring and ODCly share on the same . 
1682,MovedOut,Thank you for your message. Crystal Ruocchio is no longer with Vocera however your message is very important to us and has been forwarded to the appropriate Vocera employee who will be in touch with you shortly. 
309,AgreedToMeet,Would love to Plz call whenever comfortable Thanks  
1769,MovedOut,Thank you for your email. William Jennings is no longer with Visual Lease. Please reach out to James Barr JBarr@visuallease.com for further assistance. 
18,AgreedToMeet,Can you please pick any open slot from here 
1325,Deactivated,Many thanks but freelance is not of interest
4026,Unsubscribed,I am not interested. Can you kindly stop emailing me
2965,ReferredSomeone,Please note my email address has changed my new address is au@firefly. cloudPlease resend your email to au@firefly. cloudMany thanksAndrew
3836,Unsubscribed,Please remove. 
3634,SeekingMoreInfo,Yes please send over some information. 
2574,OutOfOffice,"I am away I will respond to you once I return. 
"
1942,MovedOut,Ricardo Jimenez is no longer with Amalgamated Bank. For further assistance please contact Thomas Rivara at ThomasRivara@AmalgamatedBank.com. Thank you. 
2477,OutOfOffice,"Thank you for your email. I will be out of the on Tuesday the first. 
I will do my best to respond promptly to your email when I return. "
3722,SeekingMoreInfo,Thank you very much for your support  please give my email id to concernperson   
2125,OutOfOffice,I am out of office on PTO from Oct 19-23 2021 with VERY limited access to email. So please expect delays in my response. 
697,ConnectLater, sorry for the delay in my response Wonderful complex a must try ASAP. We have been visiting JNI in Bangalore for the past twelve consecutiveyears and have always enjoyed the experience. We look forward to a safer time to make plans for a visit. Keep Safe. 
1709,MovedOut,Please note that I no longer work for the organization. 
1327,Deactivated, No it didnt come through however I have just accepted a new position elsewhere so not currently looking. 
1517,Deactivated,Thanks for reaching out and for your offer below. Please dont share any profiles of any candidates unless there has been aprevious request from our side. There is no interests in external support at this stage. 
2186,OutOfOffice,I will be on vacation thourgh 11-10 and will have very limited internet and phone access. I will return to the office Thursday 11-11. Please forward all emails or quotes for any upcoming bids to Christine Evers- cevers@masbuildingandbridge.comIf this is urgent please call the office
2420,OutOfOffice,I will be on PTO regret for any delay in emails response. Feel free to call me anything urgent. 
2505,OutOfOffice,"PLEASE READ THIS MESSAGE CAREFULLY. 
I will be out of the office on 10th April 2021 Due to Holiday for regional Festival(Good Friday) . I will not have access to e-mail during this period. All messages will be reviewed upon my return on 13th April 2021"
887,ConnectLater,Apologies for the late response from our end. At present we do not have such requirement but we will definitely get backto you in near future. You may reach us on my cell  any time. 
2029,MovedOut,Thank you for your message. I am no longer with Medela. Please contact the IT Service Desk to assist you.
4134,Unsubscribed,Kindly remove me from all contact lists. 
1321,Deactivated,No thanks you
3929,Unsubscribed,You people are as annoying as the people who call trying to talk to me aboutmy cars warranty.  I swear to God I get 5-10 emails a day for this kind ofcrap.   You people have NO respect for your prospects time and wishes. 
1624,Deactivated,at this point we are not looking to partner with staffing consultants. 
2457,OutOfOffice,"Our office is closed for Christmas and therefore Im out of the office and wont be back in until January 4th. 
Ill reply after Im back. Have a great Christmas. "
2434,OutOfOffice,I am currently out of the office until Tuesday September 15. 
2706,OutOfOffice,"I will be OOO from Mon 6/22 thru Wed 7/1. 
I will be checking email intermittently during this time. However if you need to reach me immediately please text or call my mobile at 415-350-7445. "
1821,MovedOut,Thank you for contacting Robertson  Company ltd. . We regret to inform you that Debbie Skibinsky is no longer employed here. Please direct any future correspondence to Tanya Trojko at tanya. trojko@robertson. ca. This is an automated reply. For your convenience this email has been automatically forwarded to Tanya Trojko.
2779,OutOfOffice," and thank you for your email. 
I am currently out of the office and only checking emails intermittently returning Monday January 6th. 
In my absence please direct emails to analystrelations@equinix.com<mailto:analystrelations@equinix.com>
Otherwise I will reply to you as soon as possible. "
1160,Deactivated,. We do not hire nipal guys we are an IT company so we dont need workers. 
4098,Unsubscribed,wrong email adress
336,AgreedToMeet,Yes i would like to have callMy number is 00971556253609HEMANTKUMAR  
1106,Deactivated,I am a sales rep.  I dont have any say in decision making on programs softwares we use.  Sorry mate. 
2978,ReferredSomeone,I am currently transitioning my role. Please direct all of AE related mail to our CIO Raj Madanraj@advisorengine.com raj@advisorengine.com
3380,SeekingMoreInfo,Could I please ask that Intuitive discontinue emailing our Directors regarding recruitment activities and instead email me direct. We have had a number of email from both yourself and  see attached to which I have responded. I would be happy to discuss the potential of working together once you or  have agreed to our Terms attached. 
3199,Retired,Thank you for your mail and interest in working with Supriya Lifescience.Tushar Mehta retired from the company two months ago.We do have a complete finance function headed by a CFO. Currently we do notsee the need for any external service support.
128,AgreedToMeet, lets connect early next month. 
1331,Deactivated, thanks but no
3746,SeekingMoreInfo,. I have filled the google form. Please let me know if there are any updates. 
2366,OutOfOffice,"
I will be out of the office ""until next year"" and will reply when I am back on January 2 2022. "
1659,Deactivated,Not comfortable. 
1432,Deactivated,Thank you for your mail. At this point in time we are not interested in an AI Sales Assistant though. 
580,ConnectLater, Thank you - we have no requirement as yet but should this change we will be in touch.  
1881,MovedOut,Thank you for your email. I am no longer employed by Public Health Solutions. Please direct messages to Lauren F. Hay at lhay@healthsolutions.org. -- The information transmitted is intended only for the person or entity to which it is addressed and may contain 
4075,Unsubscribed,Can you please remove Strac from your email list. 
142,AgreedToMeet,Phone no. 00962777668470
1362,Deactivated,Thanks for the email. We have a dedicated internal team and will not be working with outside entitiesWith warm 
3250,SeekingMoreInfo,Thanks for your approach. Please send me further information about AA and how it is integrated in the existing airport IT landscape. Maybe you have a detailed product brochure also showing some key usecases for airporthis. Receiving that I am happy to check witn our organisation of there is interest and appetite. 
1864,MovedOut,David Avraamides is no longer with Centerbridge Partners. Please email Ellie Reid at ereid@centerbridge.com or call 212-672-5000. 
801,ConnectLater, we shall keep your contacts on record and if needed for the offered services we shall contact you. Thank you
961,ConnectLater,I appreciate you reaching through to offer your services. At this point in time we are not looking at engaging external partners and if there is any need in future we will be more than happy to connect. There is no time frame by which we will revert since we will implement new system in this month. However thank you for reaching out to us
3069,ReferredSomeone,Please connect with my colleague Ms. Shreya Chabbra shreya. chhabra@flybase.com as currently she is handling all recruitment
646,ConnectLater,I have gone through the emails and kindly note the investment amount is toohigh and why this is which is not understandable so thanks for thedetails provided will revert you again if to proceed further. 
4117,Unsubscribed, please stop sending me these emails
2615,OutOfOffice,I'll be out of the office on PTO enjoying the holiday season with friends and family until Monday January 6 and will be checking email sporadically. 
366,AgreedToMeet,Please contact Jackie Taylor with any immediate concerns at 423. 778. 3160 or Tyler Winks at 423. 778. 8236
2809,OutOfOffice,"I am out of the office for the U. S. Christmas holiday returning Monday December 28. 
If you need immediate assistance during my absence please contact Steve B. Otherwise I will respond to your emails as soon as possible upon my return. Thank you for your message. "
64,AgreedToMeet,Will arrange a callback to share details of our experience. Whats your number
1115,Deactivated,Thanks Kabir but we are fine with sales. 
2523,OutOfOffice,Thank you for your email. I am currently taking some time out for R&R after the past 3 chaotic months. 
2158,OutOfOffice,"I am not in the office untill August 21st. I will get back to you as soon as possible after my return.in urgent cases please contact my colleague Sascha Assmann +49 711 310584 24 (assmann@division-one.com). 
Kind "
1257,Deactivated,I am not interested in following services at the moment . 
1587,Deactivated,Not for me 
1178,Deactivated, I do not hire engineers thanks
2035,MovedOut,Please be advised that Christos is no longer working with Apple Bank. Any inquires should be sent to Stephen Apruzzese -sapruzzese@applebank.com to be addressed. Thank you-- 
2959,ReferredSomeone,Note: My old email id is not being monitored and shifted to new email id below:ykuvalekar@nebulaaitsolutions.comKindly update contact details for me. 
2161,OutOfOffice,Great newsOff in the Adirondacks from Friday 7/30 and returning on Monday 8/9. If you are looking to join our upcoming Brand Of You Challenge please register here:
1779,MovedOut,Were sorry this mailbox is no longer in use. Please email your request to eting@tempworks.com to ensure a timely response. 
1620,Deactivated,Nicole no longer works here.  Were not a target for you.  Dont add me to any lists. 
2190,OutOfOffice,I am OOO on medical leave with no access to emails  calls  
1057,ConnectLater, Let me have some internal discussions and come back to you in the coming weeks. 
834,ConnectLater,Thank you for reaching out. We are currently not looking for any hosting services. Will revert in case we have a requirement in future. 
958,ConnectLater,Currently I am not able to make time for a retreat but maybe in future Iwill connect with yall
2847,OutOfOffice, thanks for your email. I am on personal leave on Sep 30 and Oct 1 is a holiday in India. I will be back in office on Monday Oct 4.  There may be a delay in responding to emails during this time. Pls msg me for anything urgent. 
3330,SeekingMoreInfo,Kindly go throw the attach payment details against invoice number ACT-0001. Requested to deliver the material ASAP
2048,MovedOut,Please be advised that Chris Allen is no longer with Steel Fabricators for your new contact person please see below:spotts@sfab.com
200,AgreedToMeet,Im free now if you want to give me a call 
230,AgreedToMeet,Lets talk at 12 noon tomorrow 27. 7. 21
685,ConnectLater, I checked internally and there is no interest currently as our teams are already working with some agencies.  Will reach out for any future requirementhis. 
1388,Deactivated,Dear NancyThank you for your email and follow up. At the moment we are not able totake up the sales training. Please note Priscilla transitioned out of GrainPro. 
976,ConnectLater,I wil get in touch at the appropriate time as soon as I intend to visit
1114,Deactivated,We are no longer taking in any new work. No work no drawing
1802,MovedOut,Thank you for your email. Please be advised that the recipient of this message is no longer a colleague with Willis Towers Watson. However so that we can ensure your query is attended to promptly please call the WTW office directly. We apologize for any inconvenience and look forward to our continued association with you. For information pertaining to Willis Towers Watsons email 
2956,ReferredSomeone,I do not manage the TA hence would request to connect with Narayan Das on Linkedin. 
4124,Unsubscribed,How many times must I reply and say I am not interested. Please stop sending me e-mails
4097,Unsubscribed,Please remove me from your prospect list
496,ConnectLater,Apologies none of the services you mentioned are on our focus atthe moment we are not looking at temporary or permanent hires anytime soon
1190,Deactivated,Thank you for writing We are not looking for any services. 
2757,OutOfOffice,Im out on leave. Please access the attached hyperlink for an important electronic communications 
1390,Deactivated,no introduction. 
991,ConnectLater,"Thank you for your emailDuring this unprecedented time our response to your queries may take a little longer than usual please do bear with usIf you are a client please contact us on client@eliteassociates. co. uk , client@eliteassociates. co. ukIf you are a candidate or have any other query please contact us on info@eliteassociates. co. uk , info@eliteassociates. co. ukWe will aim to respond to you ASAPIn the meantimeStay Safe  Stay WellThe Elite Associates Teams"
3320,SeekingMoreInfo,Please share more details to take this ahead. Our office space is about 5000 sft x2 floors  both centrally air conditioned with AHU. Our factories have many such closed space working and we would be more than interested if there is a viable and proven solution. 
509,ConnectLater,As mentioned previously Im the  person to go to for any recruitment needs in the Qld office. At this stage we dont have any open vacancies but I will reach out if that changes in future
1671,Deactivated,Not for us thank you
1595,Deactivated,I am not interested. 
902,ConnectLater, noted your msg will inform  to you for  any future  requirments 
1047,ConnectLater,We will get back once we are interested to explore your services please. 
2209,OutOfOffice,Thanks for your email. I am on leave. Please expect a delayed response on your emails. For anything urgent please reach out to Tanushree at tanushree. mithal@fecundservices.com. 
3001,ReferredSomeone,thank you for contacting Essential Recruiting Resources LLC. Its exciting to share with everyone that Ive recently joined the Adecco organization as an Executive Search Manager. Because of my new position I wont be checking this email very frequently. Please email me at aaron. butler@adeccona.com for a faster response.
4032,Unsubscribed,"I am not interested. Do not contact me again. secDe@guidehouse.com,secDe@guidehouse.comguidehouse.com"
2546,OutOfOffice,Thanks for getting in touch. I'm on annual leave today back in the office Monday 20th february. 
3572,SeekingMoreInfo,Need more clarity about your requirement. Pls provide your mobile number.   
1293,Deactivated,Im sorry but were are not a legal practice. So no thanks. 
3231,Retired,"I would like to inform you that I am retiring from my position withAgency, effective January 1, 2021"
2620,OutOfOffice,Thank you for your mail. I am on leave will be back in office on 11th March 2021
1617,Deactivated,We dont require such a service as of now. Thanks for reaching out. P. S My name is not Hardik :
3819,Unsubscribed,Please do not contact me again. If I need your services Ill reach out toyou
380,AgreedToMeet,No one called me 
2141,OutOfOffice,Please be advised that I'm on vacation. I'll respond upon my return on Monday Aug 10th. 
2197,OutOfOffice,I will be on PTO on 13th  16th November. Please call me at 201-884-0204 for any urgent requests. 
2316,OutOfOffice,I will be OOO from 8th to 11th October inclusive
388,AgreedToMeet,We would like to thank you for your email and interest to have a successful cooperation with Pinnacle It would be  a great opportunity to discuss 7 targets  Partnership ProgramKindly approve your acceptance for web Conference call on  next Monday  30 August 11:00 AM Slot is reserved
3460,SeekingMoreInfo,Thanks for reaching out. Im not currently lookingfor a new role. Out of interest please my I ask where you got my contact details
900,ConnectLater,Thank you for your emailsWould definitely love to come there in the near future
1278,Deactivated,Thank you for getting intouch with us but we are not looking at enrollingany new vendors at this point in time. Thank you
3587,SeekingMoreInfo,We had our meeting few months back. You said you need a tool more for candidate nurturing and not that much forclient. We have a few customers who used our tool themselves for candidates andhave been getting good feedback. Let me know if you want to explore that
937,ConnectLater,Thanks for your mail I was some busy with my duty timings.  I will send a mail very soon
1917,MovedOut,"Jim is no longer with Gambone Steel Company Inc. as of Friday September 10 2021. All emails will be reviewed and forwarded as needed. Should you need immediate attention please forward your email to shop@gambonesteelcompany.com ,shop@gambonesteelcompany.com or contact our office at 610-539-6505"
185,AgreedToMeet,I may have missed Aaksheys mail. Lets schedule a google meet or a zoom call sometime early next weekpreferably Tuesday  to take this discussion further. The call shouldlargely be an introduction to your company and the offerings and then I cantake a call on how we can proceed further. Looking forward to the invite. 
1787,MovedOut,This is to inform that Mr. Nilesh Patel is no more associated with Brigade Group. Request you to contact Mr. Gupta Boda at gupta@brigadegroup.com for any queries or assistance.
3936,Unsubscribed,Please stop emailing me. We left Magento 15 months ago. 
3590,SeekingMoreInfo,DO you have presence in India. I need couple of resources from India. 
3051,ReferredSomeone,wef 22nd June 2018 my mail-id has been changed to krishna. ladsaria@birlacentury.com Kindly make note of this change and send all future communication to my new id only.
3448,SeekingMoreInfo,Let me know how we can work together
2940,ReferredSomeone,Please meet our Head of TA Dan. ThanksJo AtkinsonShe her herHR Director EuropeM 44 7341 127 912jo. atkinson1@aecom.com
2370,OutOfOffice,"Thank you very much for your mail. 
I am out of office returning Monday July 6 and I have limited access to my emails. "
3847,Unsubscribed,I'm not interested so please remove me from your mailing list. 
1068,ConnectLater,Were very busy right now without free resources for a meeting.  We are not needing your services at this timeif anything changes we will contact your forces. 
2075,MovedOut,Thank you for your email however this account is no longer active. For all support related enquiries please forward your email to helpdesk@skillsoft.com. For all other enquiries please contact Matt Stanyon-Tall at matt. stanyon-tall@skillsoft.com
1856,MovedOut, or I am no longer working for Avaloq Evolution AG. Your Email will not be read or forwarded. Should you have any questions please contact Tarek. Kallali@avaloq.com. Best 
3481,SeekingMoreInfo,Ooops I already completed the registration online and did select send an invoice but didnt add the note to request ETF form.  Could that form please be sent now and how can the invoice be revised
1002,ConnectLater,currently we are keeping all our people as we have with the current OI a balanced utilization of our workforce
742,ConnectLater,Currently due to some project based and development activities we havekept the project on hold till December 2021. 
